V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2QrIkAB0ygiIH6c,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-02 12:18:28,2017-10-02 12:46:22,1,26,36254,1,61,1,5,5,4,3,5,3,3,4,2,5,2,3,3,4,5,4,6,3,3,3,4,3,4,4,4,3,4,4,5,5,5,4,6,4,3,4,3,4,4,2,5,2,2,3,3,3,3,4,5,2,1,3,2,2,4,5,6,4,6,4,5,4,4,4,5,5,3,3,5,3,4,5,6,5,5,5,3,2,5,3,4,4,2,3,3,3,4,3,3,4,4,5,4,4,5,5,6,4,4,4,3,4,3,3,5,5,3,3,4,3,1,20,African,Psychology,3,3,4,4,1,49.264007568359,-122.93690490723,-1,
R_2bNUMVbg4O9G4CE,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-02 12:47:30,2017-10-02 13:06:23,1,28,57114,1,61,1,3,4,5,3,5,2,2,3,3,5,2,3,2,2,4,3,6,3,2,5,4,3,4,5,2,3,3,3,5,5,6,4,6,5,1,5,5,2,5,2,5,5,5,5,3,5,5,4,4,5,1,2,3,4,3,5,6,5,4,5,5,5,4,4,2,2,4,4,5,5,5,6,5,5,5,4,5,2,4,5,6,5,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,6,5,4,4,4,4,4,3,2,2,3,3,2,2,20,Chinese,Education ,2,6,5,4,2,49.264007568359,-122.93690490723,-1,
R_2CUIWAxw3zsxjBX,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 12:45:15,2017-10-02 13:09:22,1,27,63440,1,70,1,4,4,4,3,4,5,3,5,2,4,2,2,2,1,2,3,2,4,2,4,4,2,2,4,4,2,4,2,3,1,5,6,5,4,1,4,2,4,3,3,5,3,3,5,5,1,5,5,5,5,1,3,3,3,4,6,6,4,3,4,4,4,2,3,6,4,4,1,2,3,4,4,4,5,4,3,6,3,5,5,3,5,4,2,5,3,4,3,3,4,2,3,4,4,3,7,3,7,2,4,4,4,3,4,4,4,3,3,5,3,2,20,Indian ,Health Scienes,1,8,9,9,4,49.264007568359,-122.93690490723,-1,
R_3G0MjOw8OAgR5YC,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 13:10:20,2017-10-02 13:56:33,1,29,57865,1,15,1,5,4,4,4,3,3,5,3,2,3,4,3,2,2,6,2,4,2,2,3,3,2,3,3,2,3,5,4,6,4,5,4,4,4,2,2,6,2,7,1,5,6,5,2,5,6,3,2,1,2,1,3,4,4,3,6,7,5,5,4,3,3,4,4,4,4,5,3,2,5,4,5,3,5,4,6,2,3,4,3,1,2,4,2,4,2,5,4,3,4,4,4,5,4,3,6,2,5,3,4,4,3,3,2,5,5,6,4,4,6,1,20,Chinese,Business,1,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_rqf27G9GPk5CmiZ,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 13:57:52,2017-10-02 14:16:08,1,30,16633,1,20,1,5,5,3,3,5,3,3,5,5,5,3,2,4,4,5,3,5,3,3,4,5,2,5,6,3,3,2,3,6,5,5,5,6,3,1,5,6,3,5,3,3,6,3,5,5,6,3,5,3,5,1,4,4,4,4,7,7,6,6,6,6,6,5,5,5,6,6,7,7,6,5,6,7,5,5,5,5,4,5,6,5,5,4,4,4,4,3,4,4,4,4,3,4,4,3,6,3,4,2,3,3,3,2,2,6,5,3,3,5,5,2,19,chinese,psyc,1,3,3,4,1,49.264007568359,-122.93690490723,-1,
R_27rQYX1fsroZkHb,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 14:17:22,2017-10-02 14:43:59,1,31,62606,1,45,1,5,6,2,3,5,2,4,3,2,5,2,2,1,1,6,2,1,2,1,2,6,2,2,4,1,2,4,2,3,1,4,7,6,3,2,4,6,2,3,3,2,7,5,1,4,4,4,2,4,6,1,3,4,2,3,7,7,4,6,7,4,5,7,7,6,4,4,1,2,4,4,5,5,5,4,2,4,2,4,5,2,5,3,3,5,3,3,5,4,5,3,5,5,5,5,7,3,7,1,4,4,4,3,3,7,6,6,4,5,4,2,19,Vietnamese,Environmental Science,3,4,4,8,1,49.264007568359,-122.93690490723,-1,
R_1Flx5sbOXNQN3Q5,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 14:44:55,2017-10-02 16:14:45,1,32,13394,1,22,1,4,6,3,4,2,3,3,7,1,6,1,2,3,2,6,5,7,3,3,4,5,2,2,4,2,2,5,2,3,2,7,7,7,2,1,2,7,2,2,2,3,6,3,3,4,4,6,6,5,2,1,2,2,4,4,7,7,7,7,7,7,7,7,7,7,6,7,4,7,7,6,5,4,6,5,5,5,2,4,4,2,7,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,4,2,3,4,4,3,3,6,4,3,2,5,5,2,18,Indian,Undecided,1,8,8,8,3,49.264007568359,-122.93690490723,-1,
R_3PtuDzwBwpe0SF3,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 16:25:19,2017-10-02 16:49:41,1,33,44463,1,77,1,6,6,2,3,2,1,2,2,1,6,2,2,1,2,6,2,6,3,7,2,4,2,1,1,2,2,4,2,6,2,5,6,6,2,2,6,3,4,4,1,4,2,3,3,5,3,5,2,4,6,1,1,4,4,4,4,4,4,6,5,6,6,3,5,6,5,4,1,4,2,3,5,4,6,6,4,5,1,2,3,2,2,5,4,5,5,5,4,5,2,2,2,2,3,6,3,5,4,5,4,4,4,3,3,4,5,2,2,3,3,1,20,Caucasian,Cognitive Science,4,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_3PYq0qwaXg6aS0U,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 16:50:55,2017-10-02 17:21:36,1,34,62158,1,89,1,6,5,6,4,4,7,5,3,7,6,3,5,3,5,5,5,3,4,3,3,4,4,3,6,3,4,2,5,6,5,5,6,6,3,2,5,5,4,5,3,7,5,6,5,5,6,6,6,5,3,1,1,3,4,4,7,6,5,7,7,2,5,3,6,3,5,6,4,3,5,6,5,3,5,4,5,2,4,5,5,3,3,3,1,4,4,4,4,1,5,4,5,5,5,7,4,6,3,2,4,4,3,3,3,5,5,5,5,6,5,2,18,Chinese,Criminology,2,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_21yqlLwYqBN8Uqt,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 17:23:03,2017-10-02 17:59:47,1,35,52252,1,30,1,6,6,4,3,4,3,4,3,2,5,4,3,2,3,5,6,5,4,4,5,4,3,2,5,2,1,4,2,3,3,3,5,4,3,2,6,5,4,3,3,5,4,4,6,5,4,3,3,5,6,1,4,2,3,4,4,5,5,5,5,4,5,3,4,5,4,5,4,5,6,5,5,2,5,5,4,3,3,5,4,2,4,4,3,4,4,4,4,4,3,3,4,4,4,4,7,5,4,4,5,3,3,2,2,4,5,4,4,4,5,1,19,White,Economics,15,5,5,4,2,49.264007568359,-122.93690490723,-1,
R_1FqSg36rT3Mo1vW,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 18:00:40,2017-10-02 19:04:21,1,36,94563,1,70,1,5,5,4,4,6,2,4,5,2,5,4,4,4,3,5,2,4,4,3,3,4,5,4,4,1,4,4,4,4,3,4,5,5,4,2,4,5,4,3,3,4,5,4,4,5,5,5,4,4,5,1,3,4,3,3,7,7,7,4,4,6,5,7,5,5,5,5,1,5,7,4,5,6,5,4,4,1,4,4,7,1,5,2,4,4,5,5,4,2,5,3,5,5,5,4,4,4,4,4,4,4,2,3,2,4,4,7,3,7,7,1,18,Korean,English,6,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_1d6vTWzeX3NNmCW,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-02 19:04:37,2017-10-02 19:27:40,1,37,82280,1,71,1,4,5,3,3,5,3,3,3,2,5,3,5,3,2,2,3,4,3,3,3,4,2,4,2,2,3,2,2,4,4,3,4,5,4,2,5,5,3,2,2,3,6,4,4,5,6,3,3,1,5,1,2,3,4,4,5,7,7,7,4,4,5,5,4,4,5,2,1,5,4,5,5,5,5,5,6,3,5,4,4,3,6,3,3,3,2,3,3,1,5,3,5,5,4,2,6,6,3,4,4,3,3,3,3,6,5,4,3,4,4,1,18,caucasian,criminology,,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_3dM07p9VycKccjm,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-02 19:11:34,2017-10-02 19:37:44,1,38,36454,1,30,1,7,2,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,6,6,3,2,2,6,4,4,4,4,4,5,6,4,4,6,4,4,1,4,1,3,3,4,4,6,4,4,5,6,5,5,3,5,3,5,5,4,1,3,1,4,4,5,1,4,4,3,4,5,1,6,1,5,4,3,4,4,3,2,4,4,3,4,5,6,3,6,2,4,4,3,4,4,7,6,3,6,7,2,1,18,Fijian,Psychology,10,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_Okj5efqSdcHeb8R,Default Response Set,Anonymous,,,142.58.163.222,0,2017-09-26 13:44:52,2017-09-26 13:57:16,0,lara,lara,1,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3EsSw1M9ls0JX4Z,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-03 14:20:40,2017-10-03 14:46:17,1,39,67327,1,49,1,4,6,1,5,4,6,2,1,5,7,1,4,1,2,4,7,5,2,5,1,4,6,4,6,2,5,5,5,6,3,2,2,7,5,5,6,7,2,3,7,4,7,5,5,6,7,4,4,5,6,1,4,4,4,4,7,7,7,6,6,6,4,6,7,2,7,4,1,1,6,6,7,6,5,4,5,3,1,7,7,7,6,4,3,4,4,4,4,4,2,4,5,4,5,6,4,5,6,2,6,4,3,4,2,7,5,7,7,7,7,1,18,Indian,Engineering Science,4,4,3,4,4,49.264007568359,-122.93690490723,-1,
R_26mbVNm5KzvzEnl,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-03 14:47:27,2017-10-03 15:28:00,1,40,29901,1,40,1,6,6,3,1,6,1,4,1,2,6,4,2,1,2,4,3,1,5,4,2,6,5,4,3,2,4,6,2,5,2,5,4,6,2,1,6,6,2,2,2,2,6,5,5,6,5,3,5,2,6,1,3,2,4,3,6,6,6,5,6,6,6,4,6,4,4,7,2,4,7,5,2,5,4,2,3,2,2,4,2,1,7,5,3,4,3,5,5,4,5,3,4,3,5,7,5,4,7,5,3,3,3,3,2,2,2,5,2,4,3,2,19,South-Asian,Criminology,8,2,2,3,3,49.264007568359,-122.93690490723,-1,
R_2pLeXzmlI3oepIE,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-03 15:30:42,2017-10-03 16:10:46,1,42,71702,1,30,1,7,6,5,3,4,2,2,5,2,6,3,4,2,2,5,3,4,3,2,2,6,2,2,2,3,2,4,3,4,2,6,6,6,2,2,5,5,3,2,2,4,5,3,6,5,3,5,5,3,5,1,2,3,4,4,5,5,4,5,5,6,6,5,5,5,4,6,3,4,5,5,6,5,5,5,5,5,2,2,3,2,4,4,3,4,4,4,3,4,3,3,4,3,2,4,5,4,5,2,4,4,4,4,4,4,5,3,2,4,4,2,19,chinese,Psychology,7,2,1,2,3,49.264007568359,-122.93690490723,-1,
R_2tbpyxNK5LJAkp6,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-03 15:26:52,2017-10-03 16:19:24,1,41,86171,1,65,1,5,4,5,2,3,3,4,3,3,4,6,3,2,5,6,5,2,5,4,3,4,2,4,3,2,5,4,6,5,3,3,2,3,4,2,6,5,2,4,3,3,3,5,5,5,6,5,6,5,5,1,3,4,4,5,6,5,6,5,5,5,6,5,5,4,4,7,2,4,5,6,5,4,3,2,2,2,2,6,7,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,4,3,6,5,5,5,6,5,2,26,Asian,Music,8,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_3W1QfIhscrdJCb7,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-03 16:26:04,2017-10-03 16:48:09,1,43,41824,1,41,1,5,4,4,2,3,1,3,2,2,2,5,3,1,1,5,3,2,4,2,4,5,5,3,3,2,2,4,3,4,3,5,6,7,2,1,4,5,1,1,1,1,2,3,5,5,1,5,5,4,4,1,4,4,3,5,7,5,5,5,6,5,7,2,2,7,6,7,1,5,6,5,5,5,5,4,4,3,4,5,4,1,5,5,5,5,5,5,5,5,4,4,5,4,4,4,6,3,2,2,4,4,4,3,4,5,5,1,2,3,3,2,21,Caucasian,Psychology/Gender Studies,,4,3,3,1,49.264007568359,-122.93690490723,-1,
R_1eLCnJT5ljTRe5N,Default Response Set,Anonymous,,,209.58.136.2,0,2017-09-26 16:13:18,2017-09-26 20:01:24,0,Azim,Azim,1,51,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,4,4,4,,,,,,,,,,,,,,,,,,-1,
R_1LNBz5RXTZ7Iqjl,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-05 10:21:55,2017-10-05 10:39:02,1,44,89299,1,50,1,6,4,4,3,6,4,5,4,5,4,4,4,4,3,5,5,4,4,3,4,6,4,4,3,4,3,2,4,5,3,5,4,4,4,3,5,5,5,5,3,4,5,4,5,5,6,4,4,4,5,1,2,4,4,3,7,5,2,3,5,3,6,5,5,3,4,5,3,3,3,2,4,4,5,3,5,2,4,3,3,2,5,2,4,4,3,4,4,3,5,3,4,5,5,6,6,5,3,2,2,3,3,3,3,4,3,4,6,4,5,1,19,Chinese,Psychology,4,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_3LjzpMbX1b3vJSB,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-05 10:40:24,2017-10-05 11:25:55,1,45,6538,1,58,1,5,4,4,3,4,6,4,4,3,5,5,4,3,4,6,4,5,4,4,5,3,3,5,7,2,4,6,5,6,4,6,5,5,5,2,7,7,5,6,3,5,7,6,6,4,6,5,5,5,6,1,3,5,3,5,6,7,6,6,7,4,6,6,5,4,6,7,4,4,5,5,4,7,6,6,5,6,3,5,5,3,3,2,1,4,2,2,3,1,2,2,4,4,5,7,4,5,2,3,4,4,4,2,2,7,7,7,7,7,7,1,19,Ukrainian,Computing Science,1,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_0vqYFzqze8KgM93,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-05 11:24:11,2017-10-05 11:51:02,1,46,90455,1,29,1,5,4,2,5,4,5,5,2,4,4,2,2,4,2,2,6,5,2,7,3,5,4,4,5,3,4,4,4,6,4,3,2,2,4,6,4,5,2,2,3,5,5,2,3,5,5,6,7,6,3,1,5,3,4,2,6,6,6,5,4,6,4,5,4,4,6,5,3,6,3,3,5,6,3,4,2,5,4,3,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,3,2,2,1,3,2,2,2,7,7,5,5,5,5,2,19,Chinese,Psychology ,15,5,6,5,2,49.264007568359,-122.93690490723,-1,
R_1ISK1MrzRqhvP60,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-05 11:27:07,2017-10-05 12:04:54,1,47,69829,1,45,1,6,5,3,5,5,6,5,3,5,6,2,2,4,4,6,5,3,3,2,3,5,6,5,6,4,3,7,6,6,7,6,5,6,5,2,7,7,5,3,6,2,7,6,5,6,2,4,7,3,7,1,1,4,5,5,7,7,7,7,6,5,7,5,6,5,7,6,2,4,7,6,4,7,4,2,2,4,4,6,7,5,6,3,3,5,4,4,4,1,5,5,5,4,4,2,6,5,7,4,4,3,3,3,2,7,6,7,7,7,7,1,17,Filipino,Psychology,12,3,3,5,1,49.264007568359,-122.93690490723,-1,
R_1hAvCY8Z3vGe1vc,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-05 12:06:12,2017-10-05 12:51:17,1,48,36284,1,60,1,5,6,6,2,6,1,2,7,1,7,3,5,1,1,6,2,6,6,2,4,6,5,2,3,2,2,5,4,3,1,7,7,7,2,1,5,3,2,2,2,5,2,2,5,5,2,6,6,5,5,1,2,2,5,5,6,4,5,5,4,5,7,3,5,6,4,7,3,6,3,6,7,5,6,6,6,6,2,2,3,2,5,4,3,5,5,4,5,5,2,3,2,2,2,3,7,2,3,3,3,4,4,4,4,5,4,2,2,2,2,2,18,White,Cognitive Science,7,3,2,4,1,49.264007568359,-122.93690490723,-1,
R_6zMe5apMbgdwQwN,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-05 12:52:16,2017-10-05 13:19:07,1,49,14421,1,40,1,6,4,4,3,5,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,4,4,5,4,5,5,5,4,3,5,5,3,4,2,5,3,3,5,5,5,5,5,5,5,1,4,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,4,5,4,5,4,5,4,4,5,4,4,5,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,1,6,4,5,5,4,3,3,3,3,5,5,3,3,5,5,2,26,caucasian ,Education ,1,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_CdhgdMf6I8o7KKJ,Default Response Set,Anonymous,,,142.58.41.232,0,2017-09-28 13:45:57,2017-09-28 14:16:29,0,19,20924,1,83,1,6,6,4,3,4,3,3,5,2,4,1,4,2,1,3,5,5,2,3,1,6,3,3,5,2,6,5,3,5,2,5,6,5,3,2,5,6,4,2,1,2,5,3,4,5,3,5,5,5,5,1,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3Pb0UwWvkkNBOUf,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 10:40:45,2017-10-10 11:19:35,1,50,6533,1,70,1,5,4,5,6,6,6,4,2,4,5,5,4,3,2,5,4,3,4,4,5,5,5,4,3,4,6,2,5,6,2,6,5,6,4,2,6,6,2,6,2,4,6,6,4,6,6,4,6,4,6,1,3,4,4,4,7,7,7,4,5,6,5,6,4,5,7,5,2,4,6,5,6,6,5,4,2,4,2,4,6,5,6,3,3,4,4,5,5,4,4,5,5,5,5,6,6,5,5,2,4,3,3,2,2,6,5,6,4,6,4,2,19,Korean,psychology,6,6,6,6,2,49.264007568359,-122.93690490723,-1,
R_1nUY4jx6mGxXWgw,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 11:21:39,2017-10-10 11:52:29,1,51,47131,1,50,1,5,4,7,2,5,2,1,5,1,5,6,4,2,4,7,4,4,4,2,6,4,4,4,4,5,2,4,6,5,4,5,5,5,5,3,6,6,6,5,5,4,5,5,6,5,1,6,6,6,5,1,4,4,4,4,7,6,5,2,4,5,4,3,6,5,4,6,3,4,4,5,6,5,6,5,5,4,3,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,7,3,3,3,3,3,3,6,6,5,4,5,4,2,19,Vietnamese ,Undecided,,5,5,4,2,49.264007568359,-122.93690490723,-1,
R_1rOlgCCDwODDGaL,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 11:55:51,2017-10-10 12:09:13,1,52,69948,1,76,1,6,6,3,2,5,3,2,5,3,6,5,5,3,2,6,4,6,4,2,5,6,2,2,2,2,1,5,3,3,1,5,6,6,2,2,2,2,2,2,2,6,3,3,3,4,2,4,5,4,2,1,3,3,4,5,7,7,5,4,5,6,4,5,5,7,4,6,4,6,4,5,1,3,3,5,5,3,1,2,2,1,2,3,4,3,3,5,4,4,3,5,5,5,5,2,2,2,7,4,4,3,3,3,3,4,1,3,1,4,3,1,19,Sikh,Compututing Science,6,3,4,4,3,49.264007568359,-122.93690490723,-1,
R_3kq7VSaGx7A8M9q,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 12:10:00,2017-10-10 12:57:11,1,53,68836,1,30,1,7,6,5,3,6,3,4,4,2,4,5,4,3,3,4,2,3,4,3,4,5,2,2,5,3,2,5,3,3,3,5,5,6,3,2,4,6,3,4,4,5,5,3,4,6,3,6,4,5,6,1,3,3,4,4,7,7,6,5,6,3,3,4,6,3,5,6,4,5,5,6,5,5,7,4,5,4,2,3,5,2,5,4,3,4,3,5,5,3,5,4,5,5,5,6,6,6,4,2,2,4,4,3,3,6,6,7,7,6,6,2,18,South Asian (Indian),Behavioural Neuroscience,6,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1IAT0ruf3Lb5TRg,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 12:57:48,2017-10-10 13:17:20,1,54,10080,1,88,1,7,6,4,5,4,5,5,4,3,5,5,4,3,3,4,3,4,4,3,4,4,3,1,3,3,5,4,3,4,1,5,5,5,3,3,3,5,2,3,2,2,2,2,4,5,3,5,5,3,3,1,4,3,3,3,5,7,6,5,4,5,5,4,4,5,7,4,2,3,4,4,5,5,5,3,3,3,2,5,4,2,5,4,4,4,5,5,4,1,5,4,5,5,4,4,6,4,6,4,4,4,3,3,3,6,5,5,2,5,5,2,19,Caucasian,Education,6,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_1mRx2sxs5wN126E,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 13:18:20,2017-10-10 13:57:37,1,55,445,1,80,1,4,5,5,2,3,2,2,4,1,5,4,2,1,4,5,4,2,4,2,5,4,4,5,5,5,1,5,5,4,5,5,5,7,4,2,6,6,4,2,5,4,5,5,5,5,5,5,4,5,6,1,4,4,3,5,7,6,5,6,6,5,6,5,6,4,4,6,2,6,3,5,6,5,5,4,4,3,2,5,5,1,6,4,4,3,4,5,4,4,4,3,4,4,5,2,7,2,6,2,4,4,4,2,3,7,4,5,2,5,3,2,17,Italian ,Health Sciences,15,4,2,5,1,49.264007568359,-122.93690490723,-1,
R_2uKFFKS6WmNU2c5,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 13:58:40,2017-10-10 14:24:46,1,56,70397,1,47,1,5,5,3,3,4,3,4,4,2,6,4,4,3,2,5,4,4,4,3,4,4,4,3,3,3,3,4,4,4,3,5,4,4,4,3,5,4,4,3,3,4,4,4,4,4,3,4,4,3,4,1,2,3,4,3,6,5,5,4,5,6,6,4,5,4,5,6,2,2,4,5,4,3,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,3,4,4,4,4,7,4,6,4,4,4,4,3,3,4,4,3,3,3,3,2,21,CAUCASIAN ,ENGLISH,13,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_2EbIuqFiYgJdY4N,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 14:25:32,2017-10-10 14:49:06,1,57,79242,1,40,1,3,5,2,3,5,2,3,3,2,5,4,2,2,2,5,3,6,6,5,2,5,5,5,5,5,5,5,5,6,3,6,5,6,3,2,6,6,3,5,3,5,5,5,6,5,5,6,6,6,6,1,3,4,5,4,6,7,4,1,3,5,6,5,6,4,7,5,1,4,5,6,5,5,5,5,5,5,3,5,5,2,6,2,2,3,4,5,4,4,4,4,5,5,4,7,7,7,7,1,1,4,4,4,4,6,6,5,3,6,6,2,20,filipino,Psychology,12,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_3MmxSGeYbWvvJiy,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-10 14:45:27,2017-10-10 15:24:18,1,58,79923,1,30,1,6,6,1,3,5,5,2,2,1,6,1,1,5,2,6,2,4,3,1,4,5,2,1,5,2,3,2,2,3,2,5,6,6,3,1,6,5,4,1,2,5,3,5,6,5,2,5,6,5,7,1,2,3,5,5,6,5,5,5,5,4,6,2,5,4,4,5,2,3,5,6,5,4,6,4,6,3,2,4,5,3,6,2,4,3,3,4,4,4,2,3,3,3,4,6,6,4,3,5,4,4,4,3,3,4,3,2,1,1,2,1,21,White,Kinesiology,10,3,2,4,1,49.264007568359,-122.93690490723,-1,
R_3etxjOhZr57j75P,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 14:50:04,2017-10-10 15:29:01,1,59,38234,1,50,1,6,5,4,2,4,2,4,4,3,6,3,2,4,3,4,3,4,4,3,2,6,4,4,3,4,5,5,4,5,3,5,5,6,5,2,5,6,4,4,4,2,6,6,6,6,6,5,4,3,6,1,3,4,3,3,6,7,4,5,5,5,3,4,5,4,4,2,1,1,5,2,4,5,5,4,6,4,2,5,3,5,5,2,1,4,2,3,4,3,3,3,4,4,4,6,1,3,4,2,7,3,3,3,2,5,5,7,3,6,6,2,17,Chinese & Japanese,Psychology,10,4,4,8,3,49.264007568359,-122.93690490723,-1,
R_1ezud3JPcFluBxT,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-10 15:25:07,2017-10-10 15:42:44,1,61,28067,1,40,1,6,5,5,3,3,5,2,5,4,5,5,4,1,3,2,5,1,6,3,5,6,1,4,3,4,3,3,5,6,3,7,7,2,2,1,1,3,1,2,1,6,4,5,3,5,3,6,6,6,3,1,5,5,5,5,7,7,6,4,7,7,4,6,7,4,6,5,6,5,7,7,7,7,7,7,6,7,5,5,5,6,4,5,5,5,4,5,5,5,4,5,5,5,4,7,6,6,5,5,4,3,3,4,3,7,7,7,2,7,7,2,18,Indian,Psychology,15,4,4,4,4,49.264007568359,-122.93690490723,-1,
R_3fYTKb6iB2jWv7R,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-10 15:30:06,2017-10-10 15:45:32,1,60,44835,1,60,1,6,6,3,5,5,5,3,3,3,4,3,3,4,2,4,4,5,3,3,5,3,2,4,3,2,4,3,4,2,4,5,6,6,3,1,4,5,3,4,3,4,5,5,4,5,5,5,6,4,3,1,2,3,4,3,6,6,5,5,6,6,6,4,6,6,5,6,4,4,6,3,5,5,3,4,3,4,3,5,4,4,5,4,3,4,5,4,4,3,3,4,5,3,5,5,5,2,5,4,4,4,4,4,4,3,3,5,4,4,4,2,20,Cantonese,Psychology,1,8,8,8,4,49.264007568359,-122.93690490723,-1,
