V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,cond,pid,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_2tbpyxNK5LJAkp6,Default Response Set,Anonymous,,,142.58.41.208,0,03/10/2017 15:26,03/10/2017 16:19,1,1,41,86171,1,65,1,5,4,5,2,3,3,4,3,3,4,6,3,2,5,6,5,2,5,4,3,4,2,4,3,2,5,4,6,5,3,3,2,3,4,2,6,5,2,4,3,3,3,5,5,5,6,5,6,5,5,1,3,4,4,5,6,5,6,5,5,5,6,5,5,4,4,7,2,4,5,6,5,4,3,2,2,2,2,6,7,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,4,3,6,5,5,5,6,5,2,26,Asian,Music,8,8,8,8,4,1
R_2pLeXzmlI3oepIE,Default Response Set,Anonymous,,,142.58.41.232,0,03/10/2017 15:30,03/10/2017 16:10,1,2,42,71702,1,30,1,7,6,5,3,4,2,2,5,2,6,3,4,2,2,5,3,4,3,2,2,6,2,2,2,3,2,4,3,4,2,6,6,6,2,2,5,5,3,2,2,4,5,3,6,5,3,5,5,3,5,1,2,3,4,4,5,5,4,5,5,6,6,5,5,5,4,6,3,4,5,5,6,5,5,5,5,5,2,2,3,2,4,4,3,4,4,4,3,4,3,3,4,3,2,4,5,4,5,2,4,4,4,4,4,4,5,3,2,4,4,2,19,chinese,Psychology,7,2,1,2,3,1
R_3W1QfIhscrdJCb7,Default Response Set,Anonymous,,,142.58.41.232,0,03/10/2017 16:26,03/10/2017 16:48,1,1,43,41824,1,41,1,5,4,4,2,3,1,3,2,2,2,5,3,1,1,5,3,2,4,2,4,5,5,3,3,2,2,4,3,4,3,5,6,7,2,1,4,5,1,1,1,1,2,3,5,5,1,5,5,4,4,1,4,4,3,5,7,5,5,5,6,5,7,2,2,7,6,7,1,5,6,5,5,5,5,4,4,3,4,5,4,1,5,5,5,5,5,5,5,5,4,4,5,4,4,4,6,3,2,2,4,4,4,3,4,5,5,1,2,3,3,2,21,Caucasian,Psychology/Gender Studies,,4,3,3,1,1
R_1LNBz5RXTZ7Iqjl,Default Response Set,Anonymous,,,142.58.41.232,0,05/10/2017 10:21,05/10/2017 10:39,1,2,44,89299,1,50,1,6,4,4,3,6,4,5,4,5,4,4,4,4,3,5,5,4,4,3,4,6,4,4,3,4,3,2,4,5,3,5,4,4,4,3,5,5,5,5,3,4,5,4,5,5,6,4,4,4,5,1,2,4,4,3,7,5,2,3,5,3,6,5,5,3,4,5,3,3,3,2,4,4,5,3,5,2,4,3,3,2,5,2,4,4,3,4,4,3,5,3,4,5,5,6,6,5,3,2,2,3,3,3,3,4,3,4,6,4,5,1,19,Chinese,Psychology,4,8,8,8,4,1
R_3LjzpMbX1b3vJSB,Default Response Set,Anonymous,,,142.58.41.232,0,05/10/2017 10:40,05/10/2017 11:25,1,2,45,6538,1,58,1,5,4,4,3,4,6,4,4,3,5,5,4,3,4,6,4,5,4,4,5,3,3,5,7,2,4,6,5,6,4,6,5,5,5,2,7,7,5,6,3,5,7,6,6,4,6,5,5,5,6,1,3,5,3,5,6,7,6,6,7,4,6,6,5,4,6,7,4,4,5,5,4,7,6,6,5,6,3,5,5,3,3,2,1,4,2,2,3,1,2,2,4,4,5,7,4,5,2,3,4,4,4,2,2,7,7,7,7,7,7,1,19,Ukrainian,Computing Science,1,8,8,8,4,1
R_0vqYFzqze8KgM93,Default Response Set,Anonymous,,,142.58.41.202,0,05/10/2017 11:24,05/10/2017 11:51,1,1,46,90455,1,29,1,5,4,2,5,4,5,5,2,4,4,2,2,4,2,2,6,5,2,7,3,5,4,4,5,3,4,4,4,6,4,3,2,2,4,6,4,5,2,2,3,5,5,2,3,5,5,6,7,6,3,1,5,3,4,2,6,6,6,5,4,6,4,5,4,4,6,5,3,6,3,3,5,6,3,4,2,5,4,3,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,3,2,2,1,3,2,2,2,7,7,5,5,5,5,2,19,Chinese,Psychology ,15,5,6,5,2,1
R_1ISK1MrzRqhvP60,Default Response Set,Anonymous,,,142.58.41.232,0,05/10/2017 11:27,05/10/2017 12:04,1,2,47,69829,1,45,1,6,5,3,5,5,6,5,3,5,6,2,2,4,4,6,5,3,3,2,3,5,6,5,6,4,3,7,6,6,7,6,5,6,5,2,7,7,5,3,6,2,7,6,5,6,2,4,7,3,7,1,1,4,5,5,7,7,7,7,6,5,7,5,6,5,7,6,2,4,7,6,4,7,4,2,2,4,4,6,7,5,6,3,3,5,4,4,4,1,5,5,5,4,4,2,6,5,7,4,4,3,3,3,2,7,6,7,7,7,7,1,17,Filipino,Psychology,12,3,3,5,1,1
R_1hAvCY8Z3vGe1vc,Default Response Set,Anonymous,,,142.58.41.232,0,05/10/2017 12:06,05/10/2017 12:51,1,1,48,36284,1,60,1,5,6,6,2,6,1,2,7,1,7,3,5,1,1,6,2,6,6,2,4,6,5,2,3,2,2,5,4,3,1,7,7,7,2,1,5,3,2,2,2,5,2,2,5,5,2,6,6,5,5,1,2,2,5,5,6,4,5,5,4,5,7,3,5,6,4,7,3,6,3,6,7,5,6,6,6,6,2,2,3,2,5,4,3,5,5,4,5,5,2,3,2,2,2,3,7,2,3,3,3,4,4,4,4,5,4,2,2,2,2,2,18,White,Cognitive Science,7,3,2,4,1,1
R_6zMe5apMbgdwQwN,Default Response Set,Anonymous,,,142.58.41.232,0,05/10/2017 12:52,05/10/2017 13:19,1,1,49,14421,1,40,1,6,4,4,3,5,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,4,4,5,4,5,5,5,4,3,5,5,3,4,2,5,3,3,5,5,5,5,5,5,5,1,4,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,4,5,4,5,4,5,4,4,5,4,4,5,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,1,6,4,5,5,4,3,3,3,3,5,5,3,3,5,5,2,26,caucasian ,Education ,1,4,4,4,4,1
R_3Pb0UwWvkkNBOUf,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 10:40,10/10/2017 11:19,1,1,50,6533,1,70,1,5,4,5,6,6,6,4,2,4,5,5,4,3,2,5,4,3,4,4,5,5,5,4,3,4,6,2,5,6,2,6,5,6,4,2,6,6,2,6,2,4,6,6,4,6,6,4,6,4,6,1,3,4,4,4,7,7,7,4,5,6,5,6,4,5,7,5,2,4,6,5,6,6,5,4,2,4,2,4,6,5,6,3,3,4,4,5,5,4,4,5,5,5,5,6,6,5,5,2,4,3,3,2,2,6,5,6,4,6,4,2,19,Korean,psychology,6,6,6,6,2,1
R_1nUY4jx6mGxXWgw,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 11:21,10/10/2017 11:52,1,1,51,47131,1,50,1,5,4,7,2,5,2,1,5,1,5,6,4,2,4,7,4,4,4,2,6,4,4,4,4,5,2,4,6,5,4,5,5,5,5,3,6,6,6,5,5,4,5,5,6,5,1,6,6,6,5,1,4,4,4,4,7,6,5,2,4,5,4,3,6,5,4,6,3,4,4,5,6,5,6,5,5,4,3,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,7,3,3,3,3,3,3,6,6,5,4,5,4,2,19,Vietnamese ,Undecided,,5,5,4,2,1
R_1rOlgCCDwODDGaL,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 11:55,10/10/2017 12:09,1,2,52,69948,1,76,1,6,6,3,2,5,3,2,5,3,6,5,5,3,2,6,4,6,4,2,5,6,2,2,2,2,1,5,3,3,1,5,6,6,2,2,2,2,2,2,2,6,3,3,3,4,2,4,5,4,2,1,3,3,4,5,7,7,5,4,5,6,4,5,5,7,4,6,4,6,4,5,1,3,3,5,5,3,1,2,2,1,2,3,4,3,3,5,4,4,3,5,5,5,5,2,2,2,7,4,4,3,3,3,3,4,1,3,1,4,3,1,19,Sikh,Compututing Science,6,3,4,4,3,1
R_3kq7VSaGx7A8M9q,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 12:10,10/10/2017 12:57,1,1,53,68836,1,30,1,7,6,5,3,6,3,4,4,2,4,5,4,3,3,4,2,3,4,3,4,5,2,2,5,3,2,5,3,3,3,5,5,6,3,2,4,6,3,4,4,5,5,3,4,6,3,6,4,5,6,1,3,3,4,4,7,7,6,5,6,3,3,4,6,3,5,6,4,5,5,6,5,5,7,4,5,4,2,3,5,2,5,4,3,4,3,5,5,3,5,4,5,5,5,6,6,6,4,2,2,4,4,3,3,6,6,7,7,6,6,2,18,South Asian (Indian),Behavioural Neuroscience,6,2,2,2,1,1
R_1IAT0ruf3Lb5TRg,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 12:57,10/10/2017 13:17,1,2,54,10080,1,88,1,7,6,4,5,4,5,5,4,3,5,5,4,3,3,4,3,4,4,3,4,4,3,1,3,3,5,4,3,4,1,5,5,5,3,3,3,5,2,3,2,2,2,2,4,5,3,5,5,3,3,1,4,3,3,3,5,7,6,5,4,5,5,4,4,5,7,4,2,3,4,4,5,5,5,3,3,3,2,5,4,2,5,4,4,4,5,5,4,1,5,4,5,5,4,4,6,4,6,4,4,4,3,3,3,6,5,5,2,5,5,2,19,Caucasian,Education,6,3,3,3,1,1
R_1mRx2sxs5wN126E,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 13:18,10/10/2017 13:57,1,1,55,445,1,80,1,4,5,5,2,3,2,2,4,1,5,4,2,1,4,5,4,2,4,2,5,4,4,5,5,5,1,5,5,4,5,5,5,7,4,2,6,6,4,2,5,4,5,5,5,5,5,5,4,5,6,1,4,4,3,5,7,6,5,6,6,5,6,5,6,4,4,6,2,6,3,5,6,5,5,4,4,3,2,5,5,1,6,4,4,3,4,5,4,4,4,3,4,4,5,2,7,2,6,2,4,4,4,2,3,7,4,5,2,5,3,2,17,Italian ,Health Sciences,15,4,2,5,1,1
R_2uKFFKS6WmNU2c5,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 13:58,10/10/2017 14:24,1,1,56,70397,1,47,1,5,5,3,3,4,3,4,4,2,6,4,4,3,2,5,4,4,4,3,4,4,4,3,3,3,3,4,4,4,3,5,4,4,4,3,5,4,4,3,3,4,4,4,4,4,3,4,4,3,4,1,2,3,4,3,6,5,5,4,5,6,6,4,5,4,5,6,2,2,4,5,4,3,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,3,4,4,4,4,7,4,6,4,4,4,4,3,3,4,4,3,3,3,3,2,21,CAUCASIAN ,ENGLISH,13,2,2,2,1,1
R_2EbIuqFiYgJdY4N,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 14:25,10/10/2017 14:49,1,1,57,79242,1,40,1,3,5,2,3,5,2,3,3,2,5,4,2,2,2,5,3,6,6,5,2,5,5,5,5,5,5,5,5,6,3,6,5,6,3,2,6,6,3,5,3,5,5,5,6,5,5,6,6,6,6,1,3,4,5,4,6,7,4,1,3,5,6,5,6,4,7,5,1,4,5,6,5,5,5,5,5,5,3,5,5,2,6,2,2,3,4,5,4,4,4,4,5,5,4,7,7,7,7,1,1,4,4,4,4,6,6,5,3,6,6,2,20,filipino,Psychology,12,8,8,8,2,1
R_3MmxSGeYbWvvJiy,Default Response Set,Anonymous,,,142.58.41.208,0,10/10/2017 14:45,10/10/2017 15:24,1,1,58,79923,1,30,1,6,6,1,3,5,5,2,2,1,6,1,1,5,2,6,2,4,3,1,4,5,2,1,5,2,3,2,2,3,2,5,6,6,3,1,6,5,4,1,2,5,3,5,6,5,2,5,6,5,7,1,2,3,5,5,6,5,5,5,5,4,6,2,5,4,4,5,2,3,5,6,5,4,6,4,6,3,2,4,5,3,6,2,4,3,3,4,4,4,2,3,3,3,4,6,6,4,3,5,4,4,4,3,3,4,3,2,1,1,2,1,21,White,Kinesiology,10,3,2,4,1,1
R_3etxjOhZr57j75P,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 14:50,10/10/2017 15:29,1,1,59,38234,1,50,1,6,5,4,2,4,2,4,4,3,6,3,2,4,3,4,3,4,4,3,2,6,4,4,3,4,5,5,4,5,3,5,5,6,5,2,5,6,4,4,4,2,6,6,6,6,6,5,4,3,6,1,3,4,3,3,6,7,4,5,5,5,3,4,5,4,4,2,1,1,5,2,4,5,5,4,6,4,2,5,3,5,5,2,1,4,2,3,4,3,3,3,4,4,4,6,1,3,4,2,7,3,3,3,2,5,5,7,3,6,6,2,17,Chinese & Japanese,Psychology,10,4,4,8,3,1
R_3fYTKb6iB2jWv7R,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 15:30,10/10/2017 15:45,1,2,60,44835,1,60,1,6,6,3,5,5,5,3,3,3,4,3,3,4,2,4,4,5,3,3,5,3,2,4,3,2,4,3,4,2,4,5,6,6,3,1,4,5,3,4,3,4,5,5,4,5,5,5,6,4,3,1,2,3,4,3,6,6,5,5,6,6,6,4,6,6,5,6,4,4,6,3,5,5,3,4,3,4,3,5,4,4,5,4,3,4,5,4,4,3,3,4,5,3,5,5,5,2,5,4,4,4,4,4,4,3,3,5,4,4,4,2,20,Cantonese,Psychology,1,8,8,8,4,1
R_1ezud3JPcFluBxT,Default Response Set,Anonymous,,,142.58.41.208,0,10/10/2017 15:25,10/10/2017 15:42,1,2,61,28067,1,40,1,6,5,5,3,3,5,2,5,4,5,5,4,1,3,2,5,1,6,3,5,6,1,4,3,4,3,3,5,6,3,7,7,2,2,1,1,3,1,2,1,6,4,5,3,5,3,6,6,6,3,1,5,5,5,5,7,7,6,4,7,7,4,6,7,4,6,5,6,5,7,7,7,7,7,7,6,7,5,5,5,6,4,5,5,5,4,5,5,5,4,5,5,5,4,7,6,6,5,5,4,3,3,4,3,7,7,7,2,7,7,2,18,Indian,Psychology,15,4,4,4,4,1
R_1NfgjhrkH3JLn9m,Default Response Set,Anonymous,,,142.58.41.208,0,10/10/2017 15:43,10/10/2017 16:14,1,2,62,47157,1,56,1,5,4,5,3,4,3,3,6,2,4,3,2,4,3,5,4,3,5,3,5,4,2,5,5,4,6,5,4,5,2,6,6,6,4,2,6,5,3,5,3,3,5,6,5,3,4,5,5,4,5,1,3,3,2,4,5,7,6,4,4,6,2,3,4,3,3,2,3,4,3,5,5,5,5,5,5,4,3,4,5,4,4,4,2,3,4,5,3,4,3,3,5,4,4,1,5,7,6,2,5,4,4,3,3,7,7,6,4,6,5,2,17,,Psychology ,1,8,8,8,4,1
R_ThIqqnseEE1Yh7H,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 15:46,10/10/2017 16:21,1,1,63,94523,1,46,1,5,5,5,1,5,2,4,5,4,5,5,4,2,3,4,4,3,5,3,4,5,3,5,4,4,1,3,5,5,3,5,5,5,4,2,6,5,5,6,5,4,5,3,6,6,6,5,5,5,5,1,2,2,3,3,7,5,6,7,5,5,6,4,5,4,4,5,1,6,5,4,4,5,5,3,5,4,2,3,4,3,6,1,3,4,4,3,4,5,3,2,4,3,4,4,7,4,4,4,4,3,2,3,3,5,3,3,1,3,2,2,20,Chinese,Linguistics,8,8,8,8,1,1
R_3k4Kl35gYvCMJQc,Default Response Set,Anonymous,,,142.58.41.208,0,10/10/2017 16:15,10/10/2017 16:54,1,1,64,34841,1,40,1,6,6,2,3,6,2,2,4,1,6,2,4,2,1,5,3,4,4,1,1,4,2,1,3,2,3,6,2,4,2,7,7,7,1,1,4,3,2,4,2,4,2,2,5,4,4,6,6,5,4,1,1,2,4,3,5,7,5,6,5,5,5,3,5,5,4,4,1,3,2,6,4,2,6,4,4,7,2,4,5,3,5,3,5,4,4,4,4,4,4,2,4,4,3,6,6,6,4,4,4,4,4,4,4,5,4,4,3,5,4,2,19,white,psychology,3,1,1,1,1,1
R_2RXjc3TM6o0tOTp,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 16:21,10/10/2017 16:39,1,1,65,28000,1,51,1,4,6,5,5,4,3,1,5,5,4,2,2,2,2,6,1,4,3,1,2,4,3,2,4,2,3,4,5,3,3,3,5,5,4,2,4,3,2,2,2,4,5,2,5,4,3,2,4,2,2,1,2,2,2,2,6,3,4,3,6,6,6,4,6,4,4,6,1,4,3,2,2,2,2,2,2,2,2,2,2,2,5,4,2,4,2,4,4,4,3,4,2,4,3,6,6,1,6,3,4,4,3,3,3,2,2,2,2,2,2,2,19,Chinese,Criminology,15,6,3,3,4,1
R_0B1ZmXnpywYZLMt,Default Response Set,Anonymous,,,142.58.41.232,0,10/10/2017 16:40,10/10/2017 17:29,1,1,66,9029,1,30,1,5,5,4,2,4,4,4,3,3,5,4,2,3,3,5,3,2,4,4,5,5,3,4,3,4,2,5,4,4,2,4,5,5,4,2,4,5,3,2,3,4,5,4,4,6,5,4,4,4,5,1,3,3,3,4,7,7,5,5,6,4,7,4,4,4,6,4,1,4,5,5,6,5,6,4,5,2,3,4,6,4,7,2,3,4,4,5,4,3,5,4,5,5,5,4,6,4,4,2,4,3,3,3,3,5,5,4,4,5,4,2,19,south asian,criminology,8,8,8,8,4,1
R_3e3HE6vpHwNdTrH,Default Response Set,Anonymous,,,142.58.41.208,0,10/10/2017 16:55,10/10/2017 17:48,1,1,67,29178,1,55,1,6,6,2,2,3,2,3,2,2,5,2,2,1,2,5,6,2,2,2,2,4,5,2,5,2,2,5,2,5,2,5,5,6,2,2,5,5,3,4,2,2,4,3,4,5,4,3,5,3,4,1,4,4,4,2,7,6,5,5,6,5,4,6,5,4,5,3,2,3,2,4,5,5,3,2,3,2,2,3,3,2,4,2,4,4,4,4,4,4,3,3,4,3,4,2,6,4,6,4,3,3,3,3,3,3,3,2,2,3,2,2,18,White,Political Science,8,2,2,2,3,1
R_2zBhE9nxLHKCV2B,Default Response Set,Anonymous,,,142.58.41.202,0,11/10/2017 14:47,11/10/2017 15:57,1,2,68,38220,1,15,1,6,2,6,3,5,3,2,5,2,5,4,6,3,5,6,5,2,5,4,5,4,5,5,2,5,1,2,5,5,5,7,6,6,5,1,5,3,5,5,3,5,5,6,5,5,5,5,7,6,5,1,4,4,2,3,6,7,7,5,7,5,6,6,6,2,6,7,2,5,6,6,6,6,5,4,5,2,1,5,7,5,7,4,4,4,4,5,5,2,5,5,5,5,5,1,6,5,3,4,6,4,4,2,1,6,5,6,4,4,5,2,19,South Korea,Criminology,,8,1,7,1,1
R_31RtEm386INmczR,Default Response Set,Anonymous,,,142.58.41.202,0,11/10/2017 15:58,11/10/2017 16:28,1,1,69,24649,1,81,1,5,4,5,3,3,3,3,5,3,4,5,3,3,2,5,3,4,5,3,4,6,2,2,2,2,2,3,4,3,2,5,6,5,3,2,4,5,3,3,3,3,5,3,3,5,3,4,3,3,5,1,2,3,4,4,5,5,5,4,5,5,5,4,5,5,5,5,1,3,4,2,4,5,3,5,5,3,2,2,2,2,5,4,3,4,4,4,4,3,3,2,4,4,4,1,5,6,4,5,5,3,3,3,3,5,4,5,3,4,3,2,17,Chinese,Cognitive Science,7,3,5,3,1,1
R_3KB0cqmrjqDKPKt,Default Response Set,Anonymous,,,142.58.41.208,0,11/10/2017 16:17,11/10/2017 16:43,1,1,70,75611,1,60,1,7,6,5,5,5,1,3,5,1,6,4,2,4,2,5,5,4,4,4,5,6,3,1,3,3,3,5,4,5,1,7,7,7,3,1,6,6,5,6,5,5,6,4,6,5,5,6,6,5,1,1,3,4,4,4,7,7,7,7,5,6,4,6,6,6,5,6,1,6,6,5,6,7,6,6,7,6,5,6,7,5,7,1,2,4,2,4,4,1,5,5,5,5,4,1,7,7,6,1,2,4,4,4,4,6,6,5,2,6,6,1,18,pakistani,criminology/psychology ,3,5,5,2,3,1
R_1joJZOrT8hdqi6H,Default Response Set,Anonymous,,,142.58.41.202,0,11/10/2017 16:43,11/10/2017 17:19,1,1,71,46812,1,40,1,3,5,2,3,3,2,2,5,5,5,2,3,5,2,5,5,3,5,3,3,3,2,3,2,2,3,5,3,5,2,3,4,6,4,2,5,5,5,2,3,5,3,3,3,5,3,5,5,5,3,1,2,2,2,4,7,7,7,3,3,5,6,6,3,5,6,5,5,4,4,6,6,6,3,3,5,3,2,3,3,5,5,3,4,4,5,5,4,4,5,5,5,5,4,7,7,7,6,2,4,3,3,2,2,5,5,5,3,5,4,2,18,Caucasian / Japanese,Business,15,3,3,3,1,1
R_2fevJOcjkazhtLd,Default Response Set,Anonymous,,,142.58.41.208,0,11/10/2017 17:21,11/10/2017 17:59,1,1,72,3758,1,70,1,6,7,6,2,4,2,4,4,2,6,4,2,1,2,6,1,2,4,3,5,5,5,4,3,3,2,3,4,4,6,6,3,7,2,1,7,7,5,3,1,1,5,5,3,7,5,4,4,4,5,1,2,3,4,5,7,7,5,3,7,7,4,2,6,3,5,2,1,1,1,1,6,6,5,1,2,1,4,2,4,4,6,1,4,5,3,4,5,1,4,4,5,4,5,5,7,4,4,2,4,4,4,2,2,6,6,2,2,7,2,1,18,Caucasian ,Criminology ,15,3,4,3,3,1
R_AM2kk5j777SfuHD,Default Response Set,Anonymous,,,142.58.41.202,0,11/10/2017 17:20,11/10/2017 18:25,1,1,73,75638,1,85,1,6,6,5,2,5,3,4,4,1,6,3,6,2,2,5,3,4,4,3,2,6,4,5,2,3,1,5,3,6,2,7,7,7,1,1,7,7,2,3,2,5,4,5,7,7,6,3,5,2,6,1,2,4,5,5,6,6,6,4,6,6,5,3,4,4,4,6,2,7,6,6,6,6,7,6,6,5,2,5,5,3,7,5,5,5,4,4,4,5,3,3,3,3,4,2,6,4,5,4,4,4,4,3,3,5,5,3,1,3,2,2,19,Korean,B.Sc in Health Sciences,7,5,5,3,3,1
R_5j1lhtqcnzi0m1X,Default Response Set,Anonymous,,,142.58.41.208,0,11/10/2017 18:07,11/10/2017 19:00,1,2,74,56968,1,86,1,7,7,2,3,2,3,5,2,5,5,3,1,4,1,5,4,1,4,4,5,6,7,7,7,1,1,6,5,6,7,5,1,1,4,6,7,2,5,4,1,1,5,7,6,6,7,1,1,1,6,1,5,5,4,3,6,7,5,6,4,3,5,1,4,4,6,1,1,2,4,2,2,5,6,3,2,1,2,5,6,5,7,1,3,3,2,4,4,4,5,2,5,5,5,6,7,4,6,2,4,3,2,3,3,7,6,5,3,6,3,1,22,white,general studies,10,8,8,8,4,1
R_2RO3rgRTe1PujWG,Default Response Set,Anonymous,,,142.58.41.232,0,12/10/2017 10:22,12/10/2017 11:06,1,1,75,91190,1,75,1,6,7,2,2,4,3,5,2,3,5,2,4,3,3,6,1,5,3,2,2,6,3,3,3,2,3,4,3,5,1,5,7,5,3,1,5,5,4,3,3,5,2,3,5,6,5,5,6,4,5,1,3,4,3,2,5,7,6,5,4,3,5,3,4,1,6,3,3,4,4,3,6,5,3,4,4,1,2,3,6,1,5,2,2,4,2,2,2,5,2,2,2,2,4,6,7,6,5,3,4,3,3,3,3,6,5,5,2,6,5,1,19,White,Biology/Physics,11,3,2,2,1,1
R_2uUrUrdJuxGJxJf,Default Response Set,Anonymous,,,142.58.41.232,0,12/10/2017 11:06,12/10/2017 11:35,1,1,76,7978,1,34,1,5,5,4,2,5,5,3,4,1,6,3,3,2,3,5,3,7,4,3,2,5,2,2,6,3,5,6,5,5,4,4,5,3,3,2,6,5,3,2,3,6,4,2,4,5,6,6,6,5,4,1,1,4,4,2,7,7,4,4,5,5,7,6,5,4,6,4,5,6,5,3,4,4,5,6,3,5,4,4,4,3,5,4,5,4,5,4,5,5,4,3,4,4,5,7,3,4,3,3,7,3,4,4,4,3,5,7,4,4,5,1,19,Italian,Cognitive Science,1,8,8,8,4,1
R_2dSIXE7GFfk4y1G,Default Response Set,Anonymous,,,142.58.41.202,0,12/10/2017 11:27,12/10/2017 12:30,1,1,77,18992,1,10,1,4,5,6,3,6,2,3,5,2,6,4,3,2,3,5,3,2,5,3,2,6,3,2,5,3,2,5,5,5,2,6,7,7,1,1,5,6,6,5,3,3,3,3,6,6,3,5,4,5,5,1,2,4,3,4,7,5,6,6,6,7,5,6,5,6,4,6,3,5,6,6,6,7,5,4,3,2,3,3,3,1,6,4,4,5,5,5,5,5,4,3,2,3,4,5,6,3,4,3,4,4,4,3,2,5,2,2,3,5,5,1,21,Asian,Criminology,7,3,2,2,3,1
R_1osWOvbfQJ6EdzK,Default Response Set,Anonymous,,,142.58.41.232,0,12/10/2017 11:36,12/10/2017 12:23,1,2,78,27348,1,63,1,4,5,5,2,4,5,4,5,4,4,3,4,5,4,5,3,4,4,3,5,4,2,1,4,4,5,5,3,5,3,4,5,4,3,4,6,5,3,4,3,5,5,5,2,5,4,6,5,5,4,1,3,3,4,4,7,7,4,4,6,3,5,4,5,4,5,5,4,4,6,6,5,6,5,4,4,4,3,4,4,1,5,3,2,3,3,4,4,3,5,4,5,4,4,3,6,5,2,2,4,3,3,3,3,4,6,6,3,5,5,2,17,South Asian,Psychology,4,2,2,3,1,1
R_PSXy03QMkwWtldv,Default Response Set,Anonymous,,,142.58.41.232,0,12/10/2017 12:24,12/10/2017 12:42,1,2,79,45953,1,90,1,6,4,4,2,5,2,5,3,2,4,4,3,3,2,5,2,2,4,2,4,4,2,2,4,1,2,4,1,3,1,5,6,5,3,1,5,5,5,3,5,3,5,4,4,6,3,4,5,3,5,1,3,4,4,4,3,7,6,3,3,4,6,5,3,4,4,5,3,3,3,5,5,5,5,4,4,4,4,5,4,2,5,3,3,4,3,4,4,5,5,4,5,5,5,4,6,4,6,2,4,4,4,3,2,6,3,2,2,3,3,2,19,european,biological sciences,12,8,8,8,4,1
R_3O1wQHw74ABnv01,Default Response Set,Anonymous,,,142.58.41.232,0,12/10/2017 12:44,12/10/2017 13:56,1,2,80,32809,1,77,1,7,6,1,3,2,3,5,1,4,4,1,4,3,1,4,4,4,1,4,1,4,1,1,1,1,3,4,2,3,1,5,5,5,2,1,2,1,1,2,1,4,1,2,1,4,1,4,1,2,2,1,2,3,2,3,5,6,4,5,4,4,4,4,4,4,4,4,2,2,2,5,2,4,3,4,3,4,1,4,5,1,2,3,5,5,3,4,4,5,2,3,3,3,3,4,5,4,4,4,4,4,4,3,3,5,4,4,2,4,3,2,18,Filipino,Criminology,6,2,2,2,1,1
R_3KrXpuZZjMC0wYa,Default Response Set,Anonymous,,,142.58.41.232,0,16/10/2017 10:24,16/10/2017 11:04,1,1,81,57298,1,38,1,5,7,7,2,4,2,2,6,2,6,4,2,2,2,5,1,4,2,2,4,2,4,4,3,2,2,4,6,5,1,5,6,7,5,1,4,6,4,4,2,5,6,2,4,6,5,6,6,4,4,1,1,4,3,4,6,7,5,4,6,6,6,6,5,4,5,4,4,4,6,5,6,6,5,4,7,4,4,6,6,7,4,3,4,3,3,3,2,1,4,5,5,5,5,5,7,6,4,2,4,3,3,2,2,6,4,4,4,6,6,2,19,Sikh,Biological Sciences,1,8,8,8,4,1
