V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_30iP2bFg5LoOEkw,Default Response Set,Anonymous,,,142.58.244.76,0,2017-10-04 12:53,2017-10-04 13:11,1,,,86171,1,60,1,5,3,5,3,3,3,5,3,3,3,6,3,2,3,5,5,3,5,4,5,2,3,4,5,3,5,5,5,5,5,5,3,3,4,3,5,5,4,5,3,2,4,5,5,4,6,5,5,5,5,1,3,4,4,4,6,6,6,6,6,5,6,5,6,5,6,6,2,3,4,6,4,5,3,2,2,3,2,6,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,5,5,5,3,2,3,2,6,5,6,3,6,6,2,26,Asian,Music,8,8,8,8,2,2
R_1GTVurmto9sU8yj,Default Response Set,Anonymous,,,66.183.107.1,0,2017-10-04 13:33,2017-10-04 13:45,1,,,29901,1,60,1,6,2,2,2,5,5,4,2,3,6,3,2,1,2,3,5,2,4,4,1,5,5,2,3,3,2,6,3,5,2,5,2,6,2,1,6,6,3,4,2,2,6,4,6,2,6,3,2,2,5,1,3,2,4,4,6,7,6,5,6,7,6,4,6,5,3,6,2,6,5,5,2,6,4,4,4,4,2,4,2,2,6,4,1,4,4,5,4,4,3,3,3,4,4,7,5,6,7,6,4,3,3,3,3,4,2,3,2,5,5,2,19,South-Asian,Criminology,8,2,2,3,3,2
R_3OjIYDtdWXR7NLi,Default Response Set,Anonymous,,,207.23.205.174,0,2017-09-27 14:12,2017-09-27 14:12,0,,,56501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_3s5qW40p5ZzkFzy,Default Response Set,Anonymous,,,207.23.176.118,0,2017-10-04 15:24,2017-10-04 15:35,1,,,71702,1,38,1,6,6,5,3,4,2,2,5,3,6,4,4,2,2,6,3,6,4,2,3,6,3,1,2,5,2,4,4,3,2,7,6,6,2,1,6,5,3,2,2,4,4,4,6,5,4,5,5,5,2,1,1,3,4,5,3,5,5,5,4,6,5,5,4,6,4,6,2,4,4,6,5,5,6,5,4,6,2,2,2,2,6,5,4,5,5,5,4,4,3,4,4,3,2,3,3,3,5,3,3,4,4,4,4,3,3,3,3,4,3,2,19,Chinese,Psychology,7,2,1,2,3,2
R_22m4bV9lfdVBPLd,Default Response Set,Anonymous,,,24.207.52.88,0,2017-10-04 23:49,2017-10-05 0:01,1,,,61558,1,88,1,6,7,5,2,5,2,3,5,2,6,5,5,2,4,5,4,4,5,2,5,5,3,5,5,5,2,6,3,6,2,6,6,5,3,1,6,6,3,2,3,2,5,6,5,4,5,5,3,4,3,1,2,3,4,3,6,7,5,4,6,6,5,4,5,4,5,3,1,5,4,6,6,4,5,4,5,3,3,5,6,4,6,2,3,4,4,3,4,4,5,3,5,5,5,7,7,5,4,3,3,4,3,3,3,6,5,4,2,3,2,2,21,chinese-english canadian,Biology,8,2,3,3,1,2
R_3Jq362n3z248apS,Default Response Set,Anonymous,,,154.5.50.46,0,2017-10-05 0:08,2017-10-05 1:09,1,,,67327,1,50,1,5,6,4,5,6,6,2,2,4,7,3,4,1,2,5,7,4,2,3,4,5,2,4,5,3,6,5,3,7,5,6,5,4,5,3,4,7,3,5,2,4,7,4,4,7,6,4,5,3,3,1,5,4,2,4,7,7,7,6,6,6,5,5,7,4,7,5,1,2,6,6,6,5,4,3,5,2,1,6,7,7,5,3,5,5,3,4,5,4,2,4,5,4,5,7,6,4,7,4,6,4,3,2,3,6,7,6,4,6,6,1,18,Indian,Engineering Science,4,4,3,5,4,2
R_3ew8kXP73C8baoL,Default Response Set,Anonymous,,,64.180.232.35,0,2017-10-06 14:15,2017-10-06 14:25,1,,,89299,1,60,1,6,6,4,2,6,4,4,4,5,5,4,4,4,3,5,6,6,4,4,3,6,3,4,5,4,4,4,3,5,4,4,4,5,4,3,6,6,4,6,4,4,6,5,6,6,5,4,4,4,6,1,4,4,3,3,7,2,2,4,6,5,4,5,6,4,6,6,6,6,6,4,6,4,5,2,5,2,4,2,4,2,6,3,3,3,3,4,4,2,4,3,4,5,4,7,4,3,4,4,2,3,3,4,3,5,4,5,3,6,5,1,19,chinese,psychology,5,8,8,8,4,2
R_3G0PCmqiSWyIs8c,Default Response Set,Anonymous,,,206.116.64.112,0,2017-10-07 1:10,2017-10-07 1:20,1,,,69829,1,30,1,4,3,5,5,4,5,3,3,3,6,3,3,2,3,7,4,2,2,2,5,5,6,5,6,4,3,6,5,7,4,6,5,6,3,1,7,7,5,3,5,6,5,7,5,4,7,5,6,4,6,1,2,3,4,4,7,7,7,7,7,5,6,5,6,7,5,6,4,4,7,5,5,6,5,3,2,4,3,5,6,4,5,5,4,4,4,4,5,5,4,5,5,4,3,4,5,5,7,2,5,3,3,2,2,7,7,6,7,6,7,1,17,Filipino,Psychology,12,3,4,3,1,2
R_2b1xrc8T7rctg1l,Default Response Set,Anonymous,,,24.207.26.64,0,2017-10-08 15:15,2017-10-08 15:24,1,,,36284,1,65,1,6,6,5,2,6,2,2,7,2,6,3,5,1,2,6,2,4,6,2,3,6,3,2,2,5,2,5,2,2,1,7,7,7,2,1,3,3,2,2,2,5,1,2,4,3,1,6,6,5,5,1,3,2,5,4,5,5,3,5,6,6,6,6,4,7,4,5,4,6,5,6,7,6,7,7,6,5,2,2,2,2,6,3,5,5,3,4,4,5,2,2,3,2,3,3,6,3,6,3,3,4,4,4,4,5,3,2,2,3,2,2,18,White,Cognitive Science,7,3,2,2,1,2
R_1jNgGVmhpBLAkZ3,Default Response Set,Anonymous,,,96.55.47.116,0,2017-10-03 10:03,2017-10-03 10:03,0,,,36454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_3J1QXcMVcxhZxvE,Default Response Set,Anonymous,,,142.58.148.161,0,2017-10-03 14:50,2017-10-03 15:07,0,,,36454,1,40,1,6,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,6,2,2,6,6,4,3,4,1,4,5,4,5,4,4,4,1,5,1,3,4,3,5,6,7,4,6,5,6,5,3,6,2,5,6,2,2,5,2,4,5,4,1,1,1,4,4,6,1,5,2,4,3,4,4,5,5,3,2,4,4,3,,,,,,,1,3,3,2,6,7,3,6,5,6,,,,,,,,,,2
R_3g02htF4BRYDlNi,Default Response Set,Anonymous,,,50.67.240.183,0,2017-10-03 18:34,2017-10-03 18:37,0,,,44463,1,70,1,6,6,2,2,4,2,2,4,1,6,2,4,2,2,6,2,6,4,2,2,5,3,2,2,2,2,4,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_3Pk1FJFCwX81qS6,Default Response Set,Anonymous,,,162.156.94.19,0,2017-10-11 9:37,2017-10-11 9:46,1,,,28000,1,51,1,4,5,5,4,5,3,1,4,4,4,3,3,2,,5,2,3,3,1,3,5,3,2,3,2,2,4,5,,2,5,5,5,3,3,5,3,2,2,3,4,4,3,4,4,3,4,4,2,5,1,2,3,3,3,5,5,5,5,5,5,5,3,3,5,4,5,3,4,5,5,3,4,4,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,7,5,2,7,3,4,4,3,3,3,3,3,3,3,3,3,2,19,Chinese,Criminology,15,6,3,4,4,2
R_3Eb3xhzcQpBkR0c,Default Response Set,Anonymous,,,24.84.136.238,0,2017-10-11 10:17,2017-10-11 10:28,1,,,28067,1,49,1,5,5,6,5,2,6,6,6,5,6,4,4,1,4,2,6,4,6,6,6,6,2,2,3,4,6,4,5,6,2,6,6,6,2,1,4,4,1,4,1,6,3,7,4,5,5,6,7,5,1,1,4,4,4,4,7,7,7,5,7,7,5,5,5,4,5,6,1,6,5,6,7,7,7,7,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1,1,1,1,5,4,6,5,7,2,4,3,3,3,3,6,6,5,1,6,6,2,18,Indian ,Psychology ,15,4,4,4,4,2
R_1QB09NjG9CsnCxg,Default Response Set,Anonymous,,,70.71.194.18,0,2017-10-11 10:49,2017-10-11 10:58,1,,,79242,1,50,1,5,6,5,3,5,3,3,5,3,6,5,5,2,2,3,3,6,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,6,5,5,5,5,5,6,6,3,5,5,6,6,6,1,3,4,4,4,6,7,6,1,4,5,5,5,7,5,5,3,3,3,6,6,5,5,5,6,6,7,3,3,6,2,6,1,1,3,3,5,4,4,5,5,5,5,4,7,6,7,2,1,1,4,4,4,4,5,6,6,3,6,3,2,20,Filipino,Psychology,12,8,8,8,2,2
R_12lgtZTUkTWUEFc,Default Response Set,Anonymous,,,173.180.85.232,0,2017-10-11 11:04,2017-10-11 11:15,1,,,69948,1,80,1,6,6,2,2,5,2,2,5,1,6,3,5,2,2,6,3,6,4,2,3,5,2,1,4,3,2,5,3,5,2,6,6,6,2,2,2,2,2,4,2,6,2,2,2,3,2,5,5,5,2,1,2,4,4,4,7,6,4,5,4,5,6,5,5,6,5,7,3,6,6,5,3,3,2,6,6,2,4,2,2,2,2,4,4,2,3,5,4,1,4,4,4,4,5,2,4,3,7,3,4,3,3,3,3,4,2,2,2,5,2,1,19,Sikh,Computing Science,5,3,3,3,3,2
R_3gUFUW8OX9Hs2Oe,Default Response Set,Anonymous,,,142.58.83.178,0,2017-10-11 11:15,2017-10-11 12:15,1,,,94523,1,82,1,5,4,3,2,5,3,3,4,3,5,4,2,3,3,5,4,3,5,5,4,6,3,5,3,4,2,4,5,5,3,5,4,5,4,2,6,6,5,5,3,5,5,5,6,5,6,5,5,4,5,1,2,3,4,3,6,6,6,6,5,5,6,4,5,3,5,4,1,5,5,5,4,5,5,4,5,1,2,3,5,5,5,3,2,4,4,4,5,4,3,4,4,4,4,4,5,4,3,3,4,3,3,3,3,5,5,5,2,3,2,2,20,Chinese,Linguistics,7,8,8,8,1,2
R_1g2AHeqCFXZKuxK,Default Response Set,Anonymous,,,24.244.32.184,0,2017-10-11 12:10,2017-10-11 12:20,1,,,90455,1,51,1,6,5,4,3,4,5,6,3,5,5,2,2,5,2,3,6,5,2,5,2,5,4,3,7,3,4,3,5,7,7,5,5,4,4,5,4,4,2,4,2,5,4,3,3,4,5,7,7,7,5,1,5,5,4,3,7,7,7,6,7,5,5,7,7,6,7,4,1,6,7,5,5,6,5,5,6,5,2,3,6,5,7,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,5,4,4,3,2,2,2,7,7,7,7,5,4,2,18,chinese,psych,15,5,5,6,2,2
R_1kFgqyMEh8bWu21,Default Response Set,Anonymous,,,154.20.171.137,0,2017-10-11 12:31,2017-10-11 12:40,1,,,6533,1,0,1,6,4,2,6,4,6,4,2,4,6,2,4,4,2,2,4,4,4,4,3,5,3,4,2,2,4,4,2,5,2,7,5,6,4,2,6,6,4,6,2,4,3,6,5,6,6,5,5,4,5,1,3,4,4,4,7,7,7,6,5,7,4,5,5,6,5,6,2,4,7,5,6,6,5,4,4,4,4,4,6,4,6,5,4,4,4,5,4,4,4,5,5,5,5,5,6,6,4,3,4,3,3,2,2,6,6,6,4,6,6,2,19,Korean,Psychology,6,6,6,6,2,2
R_3ilKzzm0M5fwHpI,Default Response Set,Anonymous,,,207.23.174.40,0,2017-10-11 13:10,2017-10-11 13:20,1,,,79923,1,49,1,7,6,3,2,4,4,3,2,1,6,2,2,4,2,5,2,4,5,2,4,5,4,3,5,2,2,3,2,2,2,6,6,6,2,2,6,2,5,5,4,6,3,5,6,5,2,5,5,4,6,1,2,3,4,4,5,5,5,3,5,4,4,3,6,5,5,6,3,4,4,5,4,3,5,5,6,5,1,5,5,2,6,2,3,5,3,4,4,4,4,4,4,3,4,4,6,4,3,4,4,4,4,2,2,4,3,2,2,2,2,1,21,White,Kinesiology ,10,3,3,4,1,2
R_0cSj9q9j4t1pAvn,Default Response Set,Anonymous,,,207.23.161.183,0,2017-10-11 12:57,2017-10-11 14:29,1,,,47157,1,60,1,5,4,5,3,5,3,5,5,1,4,3,4,3,3,5,5,3,5,3,5,3,2,5,5,5,3,4,5,5,2,6,6,6,5,2,5,5,4,5,3,3,5,6,6,5,5,6,6,5,5,1,3,3,4,4,5,5,7,4,5,6,4,3,5,4,6,2,4,4,3,5,5,4,5,5,4,4,3,4,4,4,5,2,3,4,3,5,3,3,4,4,5,5,3,2,6,2,4,3,6,4,3,3,3,6,6,5,5,6,6,2,17,,Psychology ,1,8,8,8,4,2
R_31g5sydsijtDeDL,Default Response Set,Anonymous,,,24.244.32.172,0,2017-10-11 14:46,2017-10-11 15:06,1,,,38234,1,51,1,4,4,3,2,4,2,4,4,3,5,3,3,4,4,6,4,3,4,3,2,5,2,3,2,4,5,5,4,5,3,5,2,6,4,2,5,6,4,3,4,2,5,6,5,7,6,5,4,2,6,1,3,4,2,2,6,6,5,5,5,4,3,4,5,3,5,3,1,1,5,4,5,5,5,4,5,4,3,5,4,5,5,3,2,3,3,3,4,3,3,3,4,4,4,6,6,2,3,2,6,3,3,2,3,6,4,6,3,4,4,2,17,Chinese & Japanese,Psychology,10,4,4,8,3,2
R_3EEF2VR1OEPbaY9,Default Response Set,Anonymous,,,173.180.248.134,0,2017-10-11 15:22,2017-10-11 15:32,1,,,70397,1,51,1,6,6,3,3,4,3,3,4,4,5,3,4,3,2,5,4,4,4,3,4,4,4,3,4,4,3,4,4,4,2,5,5,5,3,3,5,4,4,3,3,4,3,3,4,4,3,4,4,3,5,1,3,2,4,3,6,6,5,5,6,6,6,5,5,4,4,6,4,5,5,3,4,3,4,4,4,4,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,3,3,4,4,4,4,2,3,3,3,2,21,Caucasian ,English ,13,2,2,2,1,2
R_12rtS7FvZ4DtzFd,Default Response Set,Anonymous,,,142.58.170.129,0,2017-10-11 15:30,2017-10-11 15:42,1,,,44835,1,53,1,5,5,3,4,5,5,3,3,2,4,3,4,3,2,3,4,6,3,2,4,5,2,2,2,2,3,4,4,2,2,2,5,6,4,2,4,5,2,4,2,3,5,5,4,5,5,5,5,5,4,1,2,3,4,4,6,5,4,5,5,5,6,5,5,5,5,6,4,3,5,5,5,5,5,3,4,5,3,4,4,3,5,3,4,4,3,3,4,3,3,4,3,4,4,2,5,3,4,3,4,4,4,4,4,4,4,5,5,5,4,2,20,Cantonese,Psychology,1,8,8,8,4,2
R_28M40C8c8RYqsgi,Default Response Set,Anonymous,,,207.23.205.90,0,2017-10-11 18:41,2017-10-11 18:50,1,,,47131,1,50,1,6,4,7,2,6,1,2,7,3,4,7,4,3,4,5,4,4,5,4,6,5,5,4,5,5,1,5,6,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,6,5,2,6,7,5,5,1,4,4,4,4,5,5,5,4,5,5,5,4,5,4,5,5,4,4,5,5,6,5,6,4,5,4,4,5,4,4,6,2,3,4,4,3,3,3,3,3,3,3,3,6,6,6,5,3,3,3,3,3,3,5,6,4,4,5,4,2,19,Vietnamese,undecided,,5,5,5,2,2
R_3QKq3gqeiK4f9em,Default Response Set,Anonymous,,,174.7.39.228,0,2017-10-11 19:37,2017-10-11 19:53,1,,,10080,1,88,1,5,5,4,5,5,5,5,4,1,5,4,3,5,3,4,4,5,4,4,3,4,4,2,3,3,5,4,3,5,3,5,5,5,4,3,4,3,3,3,3,3,2,3,4,6,3,5,3,4,3,1,4,4,2,3,7,7,6,5,4,4,2,3,4,4,6,3,2,2,5,4,4,4,4,2,2,3,3,4,5,2,5,3,3,4,3,5,3,1,5,5,5,4,4,4,6,4,5,4,4,4,3,3,3,5,5,5,3,5,5,2,19,Caucasian ,Education,6,3,3,3,1,2
R_2ZKaJEnAe48Nduh,Default Response Set,Anonymous,,,172.218.146.152,0,2017-10-11 20:51,2017-10-11 21:01,1,,,9029,1,54,1,4,6,5,3,4,4,4,4,4,5,4,3,4,4,5,4,4,5,4,5,5,4,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,6,5,4,4,4,6,1,3,3,3,3,6,5,4,4,5,5,5,3,4,4,4,2,2,4,5,5,4,5,4,4,5,4,4,4,5,4,5,3,3,3,3,3,,3,3,3,3,3,3,3,4,5,4,4,4,3,3,3,3,6,6,4,4,5,4,2,19,South asian,Crim,9,9,9,8,4,2
R_2EB7sBHB1vmEkkn,Default Response Set,Anonymous,,,142.58.85.22,0,2017-10-12 11:10,2017-10-12 11:28,1,,,24649,1,80,1,6,4,5,2,3,3,2,4,3,5,5,3,3,2,5,3,3,4,2,5,5,2,2,3,3,2,3,4,3,2,5,5,3,4,2,3,5,3,2,3,3,3,4,3,5,5,3,3,3,5,1,2,2,4,4,5,5,3,3,5,5,5,5,5,5,3,5,3,3,3,3,5,5,5,5,5,5,3,3,3,3,5,4,4,4,2,4,4,4,2,3,3,3,4,2,4,5,5,6,5,3,3,3,3,5,3,2,2,5,3,2,17,chinese,cognitive science,7,3,5,3,1,2
R_2xWDt68GRMoDSKC,Default Response Set,Anonymous,,,70.71.82.34,0,2017-10-12 11:22,2017-10-12 11:36,1,,,75638,1,80,1,5,7,5,1,6,2,2,5,1,7,5,6,2,2,6,4,5,5,2,2,5,5,5,3,3,2,5,2,6,2,7,7,7,1,1,7,6,3,3,3,3,5,5,6,7,6,5,5,3,6,1,2,3,5,5,6,5,5,4,6,6,6,2,3,5,5,7,2,7,7,6,5,6,6,5,6,5,2,5,5,3,7,4,5,5,4,5,4,5,3,4,3,3,4,2,6,4,4,4,4,4,4,3,3,6,5,2,2,5,3,2,19,Korean,B. Sc in Health Sciences,7,5,3,5,3,2
R_3Jr3FGfIUNVd25G,Default Response Set,Anonymous,,,207.23.192.141,0,2017-10-12 11:38,2017-10-12 11:51,1,,,29178,1,40,1,5,5,3,3,4,3,2,4,2,5,3,4,2,3,5,3,2,3,2,3,4,4,3,5,3,3,5,2,5,3,5,5,5,3,3,5,5,3,3,3,3,4,4,3,5,5,3,3,3,3,1,4,3,4,2,6,5,5,5,5,5,5,5,5,6,5,4,2,3,4,5,5,5,3,5,5,2,3,3,2,2,3,2,4,4,2,4,4,4,2,2,2,2,2,4,5,3,2,2,4,3,2,4,2,5,3,2,2,4,2,2,18,White,Political Science,9,2,2,2,3,2
R_3DtM5tWgag0CjLM,Default Response Set,Anonymous,,,174.6.95.13,0,2017-10-12 12:10,2017-10-12 12:22,1,,,445,1,72,1,5,3,5,1,5,2,3,5,2,5,5,3,2,4,5,3,2,5,2,4,4,4,5,5,5,2,5,5,4,5,5,5,6,4,2,6,5,5,2,4,4,5,4,5,5,5,5,4,4,6,1,3,3,4,4,7,4,5,4,4,6,6,4,4,4,3,5,2,2,2,5,6,6,6,4,5,4,3,5,5,3,6,4,5,4,4,5,3,4,3,2,3,3,5,2,6,4,7,1,4,4,3,3,3,5,3,5,3,5,3,2,17,Italian,Health Sciences,15,4,3,5,2,2
R_beBxtGjqI06Q1PP,Default Response Set,Anonymous,,,70.71.113.127,0,2017-10-12 12:35,2017-10-12 12:47,1,,,56968,1,88,1,6,7,3,3,3,6,5,2,5,5,2,5,4,4,5,4,1,4,4,5,5,6,6,6,2,5,5,5,6,6,3,1,2,4,3,6,5,6,2,1,1,7,7,7,7,7,1,1,1,7,1,4,4,2,1,7,7,5,7,7,5,5,1,4,4,7,1,1,1,5,5,2,5,3,2,3,1,5,5,5,6,6,1,4,3,4,4,4,4,5,4,5,5,5,6,6,5,6,4,4,3,2,3,2,7,6,5,5,6,5,1,22,white,general studies,10,8,8,8,4,2
R_2YK9cCVNkHmLQqr,Default Response Set,Anonymous,,,96.55.22.105,0,2017-10-12 20:57,2017-10-12 21:08,1,,,46812,1,81,1,3,5,2,3,3,2,3,3,3,5,3,2,3,2,5,3,5,3,3,3,3,2,3,2,2,2,5,3,5,3,5,4,5,4,2,5,5,5,3,3,3,3,3,3,5,3,5,3,5,3,1,2,2,2,4,7,7,7,6,4,7,6,5,5,3,5,4,4,4,6,6,6,6,6,3,6,3,2,3,6,6,3,3,3,4,4,4,4,3,4,4,4,2,4,6,6,6,6,2,2,3,3,3,3,5,5,5,5,5,5,2,18,Caucasian / Japanese,Business,15,3,3,3,1,2
R_12LxGJjzxruU3gt,Default Response Set,Anonymous,,,24.114.38.228,0,2017-10-12 21:12,2017-10-12 21:22,1,,,3758,1,70,1,5,7,5,2,5,2,5,4,3,7,4,2,1,4,6,3,4,2,2,6,4,5,4,4,2,2,4,2,6,2,6,4,7,2,2,6,6,6,6,6,2,7,6,7,7,6,5,5,2,6,1,3,3,4,5,5,7,6,3,5,6,5,3,6,6,6,5,1,6,1,4,6,5,4,4,4,1,4,4,5,2,5,4,3,3,4,5,5,1,5,5,5,5,5,2,6,4,4,4,4,4,4,1,1,6,7,4,4,4,3,1,18,White,Crim,15,4,4,4,3,2
R_2950pwNdOpMyoKB,Default Response Set,Anonymous,,,174.7.17.145,0,2017-10-11 10:03,2017-10-12 22:00,1,,,68836,1,56,1,6,6,3,3,5,3,4,3,3,5,5,3,2,3,4,2,4,3,2,3,5,3,3,5,3,3,5,3,5,3,5,5,6,3,2,3,5,3,3,3,5,5,4,4,5,3,5,4,5,6,1,3,3,4,4,7,7,5,5,6,5,2,4,6,3,5,6,4,6,6,6,4,5,6,5,4,5,3,2,3,2,5,4,3,4,3,5,4,2,5,5,5,5,5,5,6,6,3,2,2,4,4,2,3,7,7,7,5,6,5,2,18,South Asian (Indian),Behavioural Neuroscience,6,2,2,2,1,2
R_1EZfGuRN4DJ8LGu,Default Response Set,Anonymous,,,174.7.49.137,0,2017-10-12 22:16,2017-10-12 22:47,1,,,38220,1,36,1,5,3,5,5,5,4,5,5,4,5,3,5,3,5,6,5,3,4,5,3,4,5,4,3,4,2,5,6,5,6,7,6,7,5,1,6,6,3,5,3,3,2,6,6,7,7,5,6,7,5,1,5,4,4,5,7,7,7,3,4,3,5,7,5,6,7,5,2,5,7,6,6,7,4,4,5,2,1,5,7,5,7,4,4,4,4,5,5,2,5,5,5,5,5,4,6,4,3,3,6,4,4,2,3,6,6,6,3,7,3,2,19,South Korea,Criminology,,8,3,5,1,2
R_1kUPinntgPbVCtl,Default Response Set,Anonymous,,,96.49.248.99,0,2017-10-13 11:09,2017-10-13 11:23,1,,,18992,1,20,1,6,3,6,2,5,1,3,5,2,6,5,5,3,3,5,3,2,5,3,3,5,5,3,5,3,2,3,5,6,3,6,7,7,1,1,6,5,6,5,6,3,5,5,6,6,3,5,2,3,6,1,2,4,4,4,7,6,6,6,4,7,5,5,4,6,5,5,2,5,5,6,6,6,5,6,5,6,4,3,2,2,6,5,4,5,4,5,4,5,2,3,5,3,3,6,5,5,7,2,4,4,4,3,3,3,5,2,3,5,3,1,21,Asian,Criminology,7,3,2,2,3,2
R_bxAahVsC97F4Bkl,Default Response Set,Anonymous,,,142.58.176.167,0,2017-10-13 12:17,2017-10-13 12:29,1,,,7978,1,58,1,5,6,3,2,5,3,3,2,2,6,2,3,3,3,5,3,5,3,5,3,5,3,2,5,3,3,3,5,5,4,5,6,5,3,3,4,5,5,2,3,5,4,2,4,5,5,5,6,5,5,1,2,2,4,3,7,6,3,5,6,6,6,6,5,5,6,5,5,7,4,4,3,3,5,5,5,5,1,4,3,2,5,2,3,4,4,4,4,5,4,3,4,4,5,7,5,4,1,2,2,3,4,3,3,6,5,6,5,5,5,1,19,Italian,Cognitive Science,1,8,8,8,4,2
R_3PFApAMwvpDDkUI,Default Response Set,Anonymous,,,96.55.18.204,0,2017-10-13 12:23,2017-10-13 12:31,1,,,45953,1,78,1,6,5,4,3,5,6,4,4,4,4,5,4,3,3,5,2,4,4,2,5,4,4,3,4,2,3,3,3,4,3,5,5,5,4,3,4,5,4,4,4,3,6,4,5,4,3,4,5,4,4,1,4,4,3,3,4,6,6,2,5,4,5,4,5,4,6,4,4,3,2,5,5,5,5,4,4,4,1,5,4,2,4,3,3,4,4,5,4,4,5,4,5,5,4,5,5,4,6,2,4,4,4,3,3,5,4,3,3,3,3,2,19,european,biology,12,8,8,8,4,2
R_3fwwLAeeGZs1bda,Default Response Set,Anonymous,,,70.71.132.104,0,2017-10-13 18:52,2017-10-13 19:08,1,,,27348,1,50,1,5,6,5,2,3,4,5,5,2,5,4,3,5,4,5,3,4,4,3,4,5,3,4,4,4,5,5,5,6,3,4,5,5,5,3,5,6,5,3,4,5,3,5,6,4,4,6,5,3,3,1,3,3,4,4,7,7,5,5,4,3,5,4,4,4,6,4,4,5,5,7,6,4,5,5,4,3,2,5,4,2,5,1,3,3,2,4,3,3,5,4,4,5,4,3,6,5,5,4,4,3,3,3,3,4,3,5,3,6,5,2,17,South Asian ,Psychology,3,2,2,3,1,2
R_3qONjTG40IJYKjy,Default Response Set,Anonymous,,,75.154.179.81,0,2017-10-13 23:52,2017-10-14 0:13,1,,,91190,1,90,1,7,6,2,3,5,3,4,2,1,6,2,4,4,1,5,2,4,4,3,4,6,2,3,4,2,2,5,2,6,1,6,5,5,2,1,5,3,3,3,2,5,1,3,5,6,5,3,6,5,5,1,3,4,3,3,6,7,5,6,7,3,4,5,4,4,5,3,3,4,3,5,4,2,3,3,4,2,1,3,4,2,5,3,4,4,4,4,3,5,3,3,3,3,3,7,7,6,6,7,4,3,2,3,3,5,5,6,2,5,5,1,19,White,Biology/Physics,12,3,4,3,1,2
R_3nfw0sDWZ3gR2UA,Default Response Set,Anonymous,,,70.71.88.232,0,2017-10-15 14:00,2017-10-15 14:32,1,,,32809,1,80,1,6,6,1,4,1,3,4,1,4,4,1,4,4,1,4,4,4,1,4,1,4,1,1,1,3,4,4,1,4,1,5,5,4,4,1,2,1,1,1,1,4,1,1,1,4,3,4,1,2,3,1,2,3,3,3,5,6,4,3,5,3,4,4,5,4,5,4,2,4,2,5,3,2,4,4,3,4,2,4,4,1,4,3,4,5,2,4,3,5,3,3,4,4,4,4,5,4,4,4,4,4,4,3,3,5,4,4,4,4,4,2,18,Filipino,Criminology,6,2,2,2,1,2
