V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2YDGtSlE2Iyh74z,Default Response Set,Anonymous,,,50.64.110.174,0,2017-10-03 13:12:09,2017-10-03 13:24:50,1,57865,1,50,1,6,4,5,5,4,5,5,4,3,3,3,3,3,2,5,3,3,4,2,3,3,2,2,4,3,3,5,4,5,4,4,4,5,4,2,3,6,2,6,2,3,7,5,2,5,6,3,3,3,2,1,4,4,3,4,6,6,6,5,4,3,3,4,4,4,5,4,2,3,5,4,3,3,3,4,5,3,3,3,4,1,2,3,2,3,2,4,3,3,4,4,5,5,5,3,3,3,3,5,5,6,5,6,6,4,6,3,3,2,4,1,20,Chinese,Business,1,8,8,8,4,1,49.278793334961,-123.11389923096,-1,
R_2V86abDX8Pa17QO,Default Response Set,Anonymous,,,66.183.24.41,0,2017-10-03 13:34:33,2017-10-03 14:01:23,1,16633,1,25,1,6,5,5,3,6,3,3,3,3,5,5,3,3,3,3,4,5,3,3,3,5,3,5,5,2,5,3,5,6,5,5,5,5,3,3,5,5,3,5,3,2,6,3,5,5,6,3,5,3,5,1,4,4,4,4,6,5,6,5,5,6,6,5,5,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,6,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,5,3,5,3,4,5,4,6,3,3,3,3,2,19,chinese,psyc,1,3,3,3,1,1,49.264999389648,-122.87159729004,-1,
R_C4eYI9u5LALQZhL,Default Response Set,Anonymous,,,207.23.217.237,0,2017-10-03 14:40:06,2017-10-03 14:51:31,1,87194,1,85,1,7,1,1,4,5,7,3,1,2,4,2,1,1,2,5,6,3,4,1,5,4,6,4,4,2,2,6,1,6,1,6,6,6,2,1,7,6,3,7,5,3,6,5,6,6,6,2,6,2,7,1,3,4,2,2,5,7,6,3,3,6,5,6,3,5,3,2,1,2,4,6,6,6,5,7,2,7,3,7,5,1,5,2,2,4,2,5,3,3,5,4,5,4,3,3,4,3,3,5,3,7,3,4,4,6,3,4,4,1,4,1,19,Iranian,Kinesiology,4,2,4,1,3,1,49.264007568359,-122.93690490723,-1,
R_24plLu5Bbmrqb6X,Default Response Set,Anonymous,,,207.23.177.156,0,2017-10-03 15:00:36,2017-10-03 15:08:20,1,63289,1,51,1,6,6,4,1,4,2,2,4,2,6,5,3,2,4,7,2,4,5,2,4,6,4,4,4,4,2,5,4,5,3,6,6,6,2,1,4,5,4,5,4,5,4,4,5,5,4,5,5,4,5,1,2,4,4,3,4,5,4,5,4,6,5,5,5,4,4,6,3,5,4,5,6,6,5,3,4,4,1,4,4,1,6,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,5,4,2,1,5,3,6,6,2,6,1,4,2,18,South Asian,Behavioural Neuroscience,9,3,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_1Kg17UafThaJb15,Default Response Set,Anonymous,,,205.250.54.65,0,2017-10-03 15:21:30,2017-10-03 15:34:11,1,94563,1,80,1,5,4,4,4,5,6,4,4,3,4,4,4,3,4,4,3,4,4,5,4,5,4,2,4,2,3,4,4,5,3,5,4,5,4,3,4,5,4,5,4,4,5,5,4,5,5,5,3,4,4,1,2,4,2,3,7,7,6,6,5,6,5,6,5,4,5,3,2,5,7,4,4,5,4,3,4,1,4,4,2,1,5,3,4,4,4,5,4,3,5,4,5,5,5,3,2,2,2,6,5,6,5,6,6,4,4,4,4,4,4,1,18,South Korean,English,6,4,4,3,4,1,49.099700927734,-122.65260314941,-1,
R_BVPCLpSEWyIS9od,Default Response Set,Anonymous,,,207.23.162.7,0,2017-10-03 16:00:32,2017-10-03 16:14:18,1,76170,1,75,1,6,4,4,4,4,3,4,4,3,5,5,4,4,4,5,4,4,4,4,4,4,3,4,4,5,4,3,4,4,4,5,5,6,4,2,4,4,3,4,3,4,4,4,3,4,4,6,5,5,4,1,2,4,4,4,6,6,5,4,3,6,6,4,4,1,5,5,2,5,4,5,4,4,5,3,5,4,3,3,3,4,5,4,3,4,4,4,3,2,4,4,4,4,4,4,3,2,2,6,6,6,3,5,6,4,6,5,4,2,3,2,18,Asian ,Psychology ,8,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_1C93n1dvBZqOPIQ,Default Response Set,Anonymous,,,174.7.45.222,0,2017-10-03 16:10:49,2017-10-03 16:16:31,1,63440,1,71,1,4,4,4,4,4,3,1,4,4,4,4,4,2,3,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,3,4,4,4,2,5,4,4,4,1,2,3,3,4,5,6,3,3,3,3,3,2,3,2,1,2,1,2,3,4,4,4,4,4,4,4,4,5,4,4,4,1,3,2,3,3,3,3,3,3,2,4,4,4,4,4,3,4,4,4,2,4,2,4,3,3,3,3,3,2,20,indian ,Health sciences,1,9,9,9,4,1,49.264007568359,-122.93690490723,-1,
R_1jCh09YiYGppmJi,Default Response Set,Anonymous,,,207.23.163.12,0,2017-10-03 16:36:56,2017-10-03 16:53:11,1,36454,1,30,1,6,4,4,2,4,3,4,4,4,4,4,4,6,5,4,3,4,4,3,4,4,4,4,5,4,3,3,4,6,4,6,3,5,3,1,5,6,4,4,4,2,4,4,4,5,5,4,4,1,6,1,4,5,3,4,6,6,4,6,5,5,5,3,5,3,4,5,2,2,5,4,4,5,5,3,3,4,4,4,5,1,5,3,3,4,2,4,4,3,2,2,3,3,4,4,3,4,3,6,6,3,3,7,3,3,5,4,2,2,4,1,18,Fijian,Psychology,10,2,2,4,1,1,49.264007568359,-122.93690490723,-1,
R_1hxPSTmHR9V75RL,Default Response Set,Anonymous,,,24.244.32.130,0,2017-10-03 17:54:21,2017-10-03 18:05:22,1,62158 ,1,74,1,6,5,6,5,5,6,6,3,6,6,5,3,5,5,5,6,3,5,5,3,3,5,5,6,6,7,3,5,6,5,6,5,6,5,6,5,4,6,7,6,6,5,4,5,6,6,5,6,5,6,1,4,3,4,5,6,7,4,6,7,6,6,6,6,6,6,5,4,3,4,6,6,6,4,5,5,5,6,6,7,6,4,3,1,1,4,4,4,1,5,4,5,5,5,3,3,3,2,5,6,5,4,5,4,4,6,6,4,6,6,2,18,Chinese,Criminology,2,2,2,2,1,1,49.227203369141,-122.95739746094,-1,
R_3EnwjnpfFr2l3JT,Default Response Set,Anonymous,,,24.114.26.243,0,2017-10-03 19:14:28,2017-10-03 19:37:39,1,44463,1,76,1,6,6,2,3,2,3,2,2,1,6,2,4,2,2,6,4,6,2,2,2,4,2,2,1,2,2,4,2,7,2,6,7,6,2,1,5,3,2,2,2,4,2,2,2,5,4,4,4,4,4,1,2,4,5,4,5,4,4,5,5,7,5,2,4,7,3,6,1,4,3,4,4,4,5,5,4,5,2,3,4,4,4,5,4,5,3,5,4,1,4,3,4,4,4,4,4,3,3,2,3,2,2,4,3,4,4,4,3,4,4,1,20,Caucasian ,Cognitive science ,4,2,2,2,1,1,53.550003051758,-113.5,-1,
R_2cvWDLJGidaxOiP,Default Response Set,Anonymous,,,96.48.240.28,0,2017-10-03 19:20:17,2017-10-03 19:41:52,1,82280,1,98,1,5,4,4,3,4,3,3,3,2,5,2,5,2,2,4,3,5,4,2,4,4,3,4,5,2,2,4,2,5,3,5,4,2,6,6,4,5,5,4,2,2,6,4,4,5,6,4,2,1,5,1,3,4,4,3,7,7,7,5,4,4,3,4,4,3,5,4,2,5,4,5,6,4,5,5,5,3,3,4,4,4,6,3,3,3,2,4,3,2,4,4,4,4,4,3,3,3,3,6,4,5,4,5,5,1,6,6,6,4,4,1,18,caucasian ,Criminology,,5,5,5,2,1,49.323104858398,-122.86259460449,-1,
R_2VQRGRdYoRNsC4H,Default Response Set,Anonymous,,,24.84.168.37,0,2017-10-03 20:36:54,2017-10-03 20:53:31,1,86527,1,50,1,5,5,3,3,5,4,4,5,3,6,3,4,3,2,5,4,5,3,2,4,5,3,3,5,5,3,5,5,4,2,5,6,6,5,2,5,4,3,4,2,4,4,4,3,5,3,5,5,5,3,1,3,4,4,4,6,7,5,5,4,4,5,4,5,3,7,5,3,5,6,4,5,5,5,5,4,2,2,3,3,1,2,3,3,3,3,3,3,1,4,4,5,5,4,4,3,2,2,6,6,2,1,5,3,5,6,4,7,3,5,2,20,Chinese,Criminology ,6,2,2,8,1,1,49.239700317383,-123.04069519043,-1,
R_2YqOMYX8fmNrRJn,Default Response Set,Anonymous,,,99.199.97.183,0,2017-10-03 23:33:20,2017-10-04 00:25:11,1,36254,1,50,1,5,6,4,3,4,3,2,4,2,6,4,4,3,3,6,3,5,4,3,4,4,3,4,4,3,2,4,4,5,3,5,4,6,4,3,5,4,4,4,4,6,3,4,5,5,4,4,5,5,5,1,2,3,3,4,5,6,4,6,4,4,4,4,5,5,4,5,4,5,4,4,4,4,5,5,5,3,4,4,3,4,4,3,3,3,4,4,3,3,4,4,5,4,3,3,4,3,2,5,5,4,4,3,4,5,5,5,4,4,4,1,20,african,psychology,3,3,4,4,1,1,49.166107177734,-122.57920074463,-1,
R_3D2Aqv3EtnVRuW3,Default Response Set,Anonymous,,,96.49.252.160,0,2017-10-04 10:43:50,2017-10-04 11:29:14,1,41824,1,38,1,6,6,4,3,5,2,3,4,3,4,4,3,2,2,6,2,3,4,2,3,5,4,4,4,2,2,4,3,5,2,5,6,6,2,2,4,5,1,1,1,2,3,4,2,4,3,5,5,4,2,1,3,3,4,4,6,5,5,5,6,4,6,4,2,5,4,7,1,4,5,6,5,5,5,3,4,4,3,4,3,1,5,5,4,5,5,4,4,5,4,3,4,3,4,4,4,4,3,5,4,1,2,2,2,2,5,2,3,2,4,2,21,Caucasian,Psychology/Women's Studies,15,3,3,4,1,1,49.264007568359,-122.93690490723,-1,
R_30i4btv4tAC2ySY,Default Response Set,Anonymous,,,184.151.231.34,0,2017-09-27 11:52:07,2017-09-27 12:03:06,0,56501,1,90,1,6,6,4,2,5,2,2,5,4,5,3,4,2,3,6,3,3,3,2,4,6,3,2,4,4,3,6,6,4,2,5,6,5,3,2,2,5,2,6,2,4,3,4,4,4,6,6,5,6,6,1,3,4,3,4,6,7,4,3,3,6,5,2,3,3,3,5,1,1,6,5,6,5,6,5,5,3,3,3,4,3,5,3,5,3,3,4,3,5,2,2,3,2,2,4,3,3,1,6,6,6,6,5,5,4,7,4,7,1,1,2,20,Asian,Psychology,10,2,3,3,1,,,,-1,
R_30iP2bFg5LoOEkw,Default Response Set,Anonymous,,,142.58.244.76,0,2017-10-04 12:53:23,2017-10-04 13:11:26,1,86171,1,60,1,5,3,5,3,3,3,5,3,3,3,6,3,2,3,5,5,3,5,4,5,2,3,4,5,3,5,5,5,5,5,5,3,3,4,3,5,5,4,5,3,2,4,5,5,4,6,5,5,5,5,1,3,4,4,4,6,6,6,6,6,5,6,5,6,5,6,6,2,3,4,6,4,5,3,2,2,3,2,6,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,6,5,6,3,6,6,3,2,3,5,5,5,2,26,Asian,Music,8,8,8,8,2,1,49.264007568359,-122.93690490723,-1,
R_1GTVurmto9sU8yj,Default Response Set,Anonymous,,,66.183.107.1,0,2017-10-04 13:33:04,2017-10-04 13:45:19,1,29901,1,60,1,6,2,2,2,5,5,4,2,3,6,3,2,1,2,3,5,2,4,4,1,5,5,2,3,3,2,6,3,5,2,5,2,6,2,1,6,6,3,4,2,2,6,4,6,2,6,3,2,2,5,1,3,2,4,4,6,7,6,5,6,7,6,4,6,5,3,6,2,6,5,5,2,6,4,4,4,4,2,4,2,2,6,4,1,4,4,5,4,4,3,3,3,4,4,3,3,3,3,4,2,3,2,5,5,7,5,6,7,6,4,2,19,South-Asian,Criminology,8,2,2,3,3,1,49.13639831543,-122.82130432129,-1,
R_3OjIYDtdWXR7NLi,Default Response Set,Anonymous,,,207.23.205.174,0,2017-09-27 14:12:33,2017-09-27 14:12:48,0,56501 ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3s5qW40p5ZzkFzy,Default Response Set,Anonymous,,,207.23.176.118,0,2017-10-04 15:24:00,2017-10-04 15:35:30,1,71702,1,38,1,6,6,5,3,4,2,2,5,3,6,4,4,2,2,6,3,6,4,2,3,6,3,1,2,5,2,4,4,3,2,7,6,6,2,1,6,5,3,2,2,4,4,4,6,5,4,5,5,5,2,1,1,3,4,5,3,5,5,5,4,6,5,5,4,6,4,6,2,4,4,6,5,5,6,5,4,6,2,2,2,2,6,5,4,5,5,5,4,4,3,4,4,3,2,4,4,4,4,3,3,3,3,4,3,3,3,3,5,3,3,2,19,Chinese,Psychology,7,2,1,2,3,1,49.264007568359,-122.93690490723,-1,
R_22m4bV9lfdVBPLd,Default Response Set,Anonymous,,,24.207.52.88,0,2017-10-04 23:49:41,2017-10-05 00:01:31,1,61558,1,88,1,6,7,5,2,5,2,3,5,2,6,5,5,2,4,5,4,4,5,2,5,5,3,5,5,5,2,6,3,6,2,6,6,5,3,1,6,6,3,2,3,2,5,6,5,4,5,5,3,4,3,1,2,3,4,3,6,7,5,4,6,6,5,4,5,4,5,3,1,5,4,6,6,4,5,4,5,3,3,5,6,4,6,2,3,4,4,3,4,4,5,3,5,5,5,4,3,3,3,6,5,4,2,3,2,7,7,5,4,3,3,2,21,chinese-english canadian,Biology,8,2,3,3,1,1,49.019195556641,-123.08670043945,-1,
R_3Jq362n3z248apS,Default Response Set,Anonymous,,,154.5.50.46,0,2017-10-05 00:08:28,2017-10-05 01:09:22,1,67327,1,50,1,5,6,4,5,6,6,2,2,4,7,3,4,1,2,5,7,4,2,3,4,5,2,4,5,3,6,5,3,7,5,6,5,4,5,3,4,7,3,5,2,4,7,4,4,7,6,4,5,3,3,1,5,4,2,4,7,7,7,6,6,6,5,5,7,4,7,5,1,2,6,6,6,5,4,3,5,2,1,6,7,7,5,3,5,5,3,4,5,4,2,4,5,4,5,4,3,2,3,6,7,6,4,6,6,7,6,4,7,4,6,1,18,Indian,Engineering Science,4,4,3,5,4,1,49.239700317383,-123.04069519043,-1,
R_3ew8kXP73C8baoL,Default Response Set,Anonymous,,,64.180.232.35,0,2017-10-06 14:15:58,2017-10-06 14:25:54,1,89299,1,60,1,6,6,4,2,6,4,4,4,5,5,4,4,4,3,5,6,6,4,4,3,6,3,4,5,4,4,4,3,5,4,4,4,5,4,3,6,6,4,6,4,4,6,5,6,6,5,4,4,4,6,1,4,4,3,3,7,2,2,4,6,5,4,5,6,4,6,6,6,6,6,4,6,4,5,2,5,2,4,2,4,2,6,3,3,3,3,4,4,2,4,3,4,5,4,3,3,4,3,5,4,5,3,6,5,7,4,3,4,4,2,1,19,chinese,psychology,5,8,8,8,4,1,49.264999389648,-122.87159729004,-1,
R_3G0PCmqiSWyIs8c,Default Response Set,Anonymous,,,206.116.64.112,0,2017-10-07 01:10:29,2017-10-07 01:20:06,1,69829,1,30,1,4,3,5,5,4,5,3,3,3,6,3,3,2,3,7,4,2,2,2,5,5,6,5,6,4,3,6,5,7,4,6,5,6,3,1,7,7,5,3,5,6,5,7,5,4,7,5,6,4,6,1,2,3,4,4,7,7,7,7,7,5,6,5,6,7,5,6,4,4,7,5,5,6,5,3,2,4,3,5,6,4,5,5,4,4,4,4,5,5,4,5,5,4,3,3,3,2,2,7,7,6,7,6,7,4,5,5,7,2,5,1,17,Filipino,Psychology,12,3,4,3,1,1,49.141006469727,-122.85690307617,-1,
R_2b1xrc8T7rctg1l,Default Response Set,Anonymous,,,24.207.26.64,0,2017-10-08 15:15:18,2017-10-08 15:24:32,1,36284,1,65,1,6,6,5,2,6,2,2,7,2,6,3,5,1,2,6,2,4,6,2,3,6,3,2,2,5,2,5,2,2,1,7,7,7,2,1,3,3,2,2,2,5,1,2,4,3,1,6,6,5,5,1,3,2,5,4,5,5,3,5,6,6,6,6,4,7,4,5,4,6,5,6,7,6,7,7,6,5,2,2,2,2,6,3,5,5,3,4,4,5,2,2,3,2,3,4,4,4,4,5,3,2,2,3,2,3,6,3,6,3,3,2,18,White,Cognitive Science,7,3,2,2,1,1,49.019195556641,-123.08670043945,-1,
R_1jNgGVmhpBLAkZ3,Default Response Set,Anonymous,,,96.55.47.116,0,2017-10-03 10:03:46,2017-10-03 10:03:58,0,36454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3J1QXcMVcxhZxvE,Default Response Set,Anonymous,,,142.58.148.161,0,2017-10-03 14:50:58,2017-10-03 15:07:36,0,36454,1,40,1,6,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,6,2,2,6,6,4,3,4,1,4,5,4,5,4,4,4,1,5,1,3,4,3,5,6,7,4,6,5,6,5,3,6,2,5,6,2,2,5,2,4,5,4,1,1,1,4,4,6,1,5,2,4,3,4,4,5,5,3,2,4,4,3,1,3,3,2,6,7,3,6,5,6,,,,,,,,,,,,,,,,,,,-1,
R_3g02htF4BRYDlNi,Default Response Set,Anonymous,,,50.67.240.183,0,2017-10-03 18:34:19,2017-10-03 18:37:47,0,44463,1,70,1,6,6,2,2,4,2,2,4,1,6,2,4,2,2,6,2,6,4,2,2,5,3,2,2,2,2,4,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3Pk1FJFCwX81qS6,Default Response Set,Anonymous,,,162.156.94.19,0,2017-10-11 09:37:12,2017-10-11 09:46:07,1,28000,1,51,1,4,5,5,4,5,3,1,4,4,4,3,3,2,,5,2,3,3,1,3,5,3,2,3,2,2,4,5,,2,5,5,5,3,3,5,3,2,2,3,4,4,3,4,4,3,4,4,2,5,1,2,3,3,3,5,5,5,5,5,5,5,3,3,5,4,5,3,4,5,5,3,4,4,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,7,5,2,7,3,4,2,19,Chinese,Criminology,15,6,3,4,4,1,49.0791015625,-122.7552947998,-1,
R_3Eb3xhzcQpBkR0c,Default Response Set,Anonymous,,,24.84.136.238,0,2017-10-11 10:17:38,2017-10-11 10:28:07,1,28067,1,49,1,5,5,6,5,2,6,6,6,5,6,4,4,1,4,2,6,4,6,6,6,6,2,2,3,4,6,4,5,6,2,6,6,6,2,1,4,4,1,4,1,6,3,7,4,5,5,6,7,5,1,1,4,4,4,4,7,7,7,5,7,7,5,5,5,4,5,6,1,6,5,6,7,7,7,7,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1,1,1,1,5,3,3,3,3,6,6,5,1,6,6,4,6,5,7,2,4,2,18,Indian ,Psychology ,15,4,4,4,4,1,49.274002075195,-123.0074005127,-1,
R_1QB09NjG9CsnCxg,Default Response Set,Anonymous,,,70.71.194.18,0,2017-10-11 10:49:30,2017-10-11 10:58:50,1,79242,1,50,1,5,6,5,3,5,3,3,5,3,6,5,5,2,2,3,3,6,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,6,5,5,5,5,5,6,6,3,5,5,6,6,6,1,3,4,4,4,6,7,6,1,4,5,5,5,7,5,5,3,3,3,6,6,5,5,5,6,6,7,3,3,6,2,6,1,1,3,3,5,4,4,5,5,5,5,4,4,4,4,4,5,6,6,3,6,3,7,6,7,2,1,1,2,20,Filipino,Psychology,12,8,8,8,2,1,49.194793701172,-122.81309509277,-1,
R_12lgtZTUkTWUEFc,Default Response Set,Anonymous,,,173.180.85.232,0,2017-10-11 11:04:34,2017-10-11 11:15:03,1, 69948,1,80,1,6,6,2,2,5,2,2,5,1,6,3,5,2,2,6,3,6,4,2,3,5,2,1,4,3,2,5,3,5,2,6,6,6,2,2,2,2,2,4,2,6,2,2,2,3,2,5,5,5,2,1,2,4,4,4,7,6,4,5,4,5,6,5,5,6,5,7,3,6,6,5,3,3,2,6,6,2,4,2,2,2,2,4,4,2,3,5,4,1,4,4,4,4,5,3,3,3,3,4,2,2,2,5,2,2,4,3,7,3,4,1,19,Sikh,Computing Science,5,3,3,3,3,1,49.264999389648,-122.87159729004,-1,
R_3gUFUW8OX9Hs2Oe,Default Response Set,Anonymous,,,142.58.83.178,0,2017-10-11 11:15:56,2017-10-11 12:15:23,1,94523,1,82,1,5,4,3,2,5,3,3,4,3,5,4,2,3,3,5,4,3,5,5,4,6,3,5,3,4,2,4,5,5,3,5,4,5,4,2,6,6,5,5,3,5,5,5,6,5,6,5,5,4,5,1,2,3,4,3,6,6,6,6,5,5,6,4,5,3,5,4,1,5,5,5,4,5,5,4,5,1,2,3,5,5,5,3,2,4,4,4,5,4,3,4,4,4,4,3,3,3,3,5,5,5,2,3,2,4,5,4,3,3,4,2,20,Chinese,Linguistics,7,8,8,8,1,1,49.264007568359,-122.93690490723,-1,
R_1g2AHeqCFXZKuxK,Default Response Set,Anonymous,,,24.244.32.184,0,2017-10-11 12:10:43,2017-10-11 12:20:56,1,90455,1,51,1,6,5,4,3,4,5,6,3,5,5,2,2,5,2,3,6,5,2,5,2,5,4,3,7,3,4,3,5,7,7,5,5,4,4,5,4,4,2,4,2,5,4,3,3,4,5,7,7,7,5,1,5,5,4,3,7,7,7,6,7,5,5,7,7,6,7,4,1,6,7,5,5,6,5,5,6,5,2,3,6,5,7,4,4,4,4,4,4,4,5,5,5,5,5,3,2,2,2,7,7,7,7,5,4,4,5,4,5,4,4,2,18,chinese,psych,15,5,5,6,2,1,49.227203369141,-122.95739746094,-1,
R_1kFgqyMEh8bWu21,Default Response Set,Anonymous,,,154.20.171.137,0,2017-10-11 12:31:53,2017-10-11 12:40:00,1,6533,1,0,1,6,4,2,6,4,6,4,2,4,6,2,4,4,2,2,4,4,4,4,3,5,3,4,2,2,4,4,2,5,2,7,5,6,4,2,6,6,4,6,2,4,3,6,5,6,6,5,5,4,5,1,3,4,4,4,7,7,7,6,5,7,4,5,5,6,5,6,2,4,7,5,6,6,5,4,4,4,4,4,6,4,6,5,4,4,4,5,4,4,4,5,5,5,5,3,3,2,2,6,6,6,4,6,6,5,6,6,4,3,4,2,19,Korean,Psychology,6,6,6,6,2,1,49.316696166992,-122.73840332031,-1,
R_3ilKzzm0M5fwHpI,Default Response Set,Anonymous,,,207.23.174.40,0,2017-10-11 13:10:42,2017-10-11 13:20:36,1,79923,1,49,1,7,6,3,2,4,4,3,2,1,6,2,2,4,2,5,2,4,5,2,4,5,4,3,5,2,2,3,2,2,2,6,6,6,2,2,6,2,5,5,4,6,3,5,6,5,2,5,5,4,6,1,2,3,4,4,5,5,5,3,5,4,4,3,6,5,5,6,3,4,4,5,4,3,5,5,6,5,1,5,5,2,6,2,3,5,3,4,4,4,4,4,4,3,4,4,4,2,2,4,3,2,2,2,2,4,6,4,3,4,4,1,21,White,Kinesiology ,10,3,3,4,1,1,49.264007568359,-122.93690490723,-1,
R_0cSj9q9j4t1pAvn,Default Response Set,Anonymous,,,207.23.161.183,0,2017-10-11 12:57:49,2017-10-11 14:29:35,1,47157,1,60,1,5,4,5,3,5,3,5,5,1,4,3,4,3,3,5,5,3,5,3,5,3,2,5,5,5,3,4,5,5,2,6,6,6,5,2,5,5,4,5,3,3,5,6,6,5,5,6,6,5,5,1,3,3,4,4,5,5,7,4,5,6,4,3,5,4,6,2,4,4,3,5,5,4,5,5,4,4,3,4,4,4,5,2,3,4,3,5,3,3,4,4,5,5,3,4,3,3,3,6,6,5,5,6,6,2,6,2,4,3,6,2,17,,Psychology ,1,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_31g5sydsijtDeDL,Default Response Set,Anonymous,,,24.244.32.172,0,2017-10-11 14:46:47,2017-10-11 15:06:02,1,38234,1,51,1,4,4,3,2,4,2,4,4,3,5,3,3,4,4,6,4,3,4,3,2,5,2,3,2,4,5,5,4,5,3,5,2,6,4,2,5,6,4,3,4,2,5,6,5,7,6,5,4,2,6,1,3,4,2,2,6,6,5,5,5,4,3,4,5,3,5,3,1,1,5,4,5,5,5,4,5,4,3,5,4,5,5,3,2,3,3,3,4,3,3,3,4,4,4,3,3,2,3,6,4,6,3,4,4,6,6,2,3,2,6,2,17,Chinese & Japanese,Psychology,10,4,4,8,3,1,49.227203369141,-122.95739746094,-1,
R_3EEF2VR1OEPbaY9,Default Response Set,Anonymous,,,173.180.248.134,0,2017-10-11 15:22:15,2017-10-11 15:32:09,1,70397,1,51,1,6,6,3,3,4,3,3,4,4,5,3,4,3,2,5,4,4,4,3,4,4,4,3,4,4,3,4,4,4,2,5,5,5,3,3,5,4,4,3,3,4,3,3,4,4,3,4,4,3,5,1,3,2,4,3,6,6,5,5,6,6,6,5,5,4,4,6,4,5,5,3,4,3,4,4,4,4,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,3,3,3,4,7,4,4,4,4,2,21,Caucasian ,English ,13,2,2,2,1,1,49.0791015625,-122.7552947998,-1,
R_12rtS7FvZ4DtzFd,Default Response Set,Anonymous,,,142.58.170.129,0,2017-10-11 15:30:49,2017-10-11 15:42:24,1,44835,1,53,1,5,5,3,4,5,5,3,3,2,4,3,4,3,2,3,4,6,3,2,4,5,2,2,2,2,3,4,4,2,2,2,5,6,4,2,4,5,2,4,2,3,5,5,4,5,5,5,5,5,4,1,2,3,4,4,6,5,4,5,5,5,6,5,5,5,5,6,4,3,5,5,5,5,5,3,4,5,3,4,4,3,5,3,4,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,5,5,5,4,2,5,3,4,3,4,2,20,Cantonese,Psychology,1,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
